,indicativo,tmed,velmedia,presmed,fecha
5569,9434,15.4,1.4,983.0,2016-10-24
5574,9434,17.8,1.7,988.7,2016-10-25
5577,9434,19.0,2.8,993.75,2016-10-26
5582,9434,17.8,3.6,997.15,2016-10-27
5585,9434,14.4,1.7,1000.2,2016-10-28
5588,9434,13.6,0.8,997.3,2016-10-29
5593,9434,11.6,1.1,992.4,2016-10-30
5598,9434,12.1,0.6,992.95,2016-10-31
5601,9434,13.0,0.8,992.8499999999999,2016-11-01
5605,9434,14.5,1.4,990.2,2016-11-02
5609,9434,12.1,0.8,987.6,2016-11-03
5613,9434,10.7,3.1,985.65,2016-11-04
5619,9434,12.9,6.1,978.4,2016-11-05
5622,9434,11.4,6.9,979.0,2016-11-06
5626,9434,7.6,5.3,982.35,2016-11-07
5630,9434,8.5,5.0,986.4000000000001,2016-11-08
5635,9434,12.8,6.4,987.8,2016-11-09
5639,9434,11.4,3.3,992.5,2016-11-10
5642,9434,11.8,6.1,992.95,2016-11-11
5644,9434,12.0,2.5,990.85,2016-11-12
5650,9434,15.0,8.3,992.7,2016-11-13
5654,9434,12.6,8.9,995.35,2016-11-14
5658,9434,11.2,5.0,998.2,2016-11-15
5663,9434,9.4,1.1,994.8,2016-11-16
5667,9434,12.2,0.8,989.4000000000001,2016-11-17
5669,9434,10.2,1.7,984.8499999999999,2016-11-18
5674,9434,10.4,1.9,984.55,2016-11-19
5678,9434,9.9,3.6,977.95,2016-11-20
5683,9434,11.7,2.5,973.4,2016-11-21
5687,9434,8.8,1.9,975.95,2016-11-22
5688,9434,6.4,5.8,974.65,2016-11-23
5692,9434,7.9,2.8,978.2,2016-11-24
5696,9434,6.2,1.1,982.25,2016-11-25
5702,9434,6.0,1.1,981.6500000000001,2016-11-26
5705,9434,8.7,1.1,981.3,2016-11-27
5708,9434,9.8,3.6,983.6,2016-11-28
5712,9434,7.3,1.7,991.8,2016-11-29
5719,9434,10.2,3.1,999.3,2016-11-30
5722,9434,4.9,2.2,989.8499999999999,2016-12-01
5726,9434,4.9,2.5,989.8499999999999,2016-12-02
5731,9434,6.2,2.5,985.5,2016-12-03
5735,9434,8.4,1.4,986.2,2016-12-04
5738,9434,12.5,1.7,991.25,2016-12-05
5743,9434,9.8,1.7,996.75,2016-12-06
5744,9434,7.6,1.9,1000.9000000000001,2016-12-07
5750,9434,7.2,2.8,1004.5,2016-12-08
5754,9434,5.6,1.4,1003.2,2016-12-09
5756,9434,5.6,2.2,999.75,2016-12-10
5763,9434,4.4,2.5,996.4,2016-12-11
5764,9434,6.5,1.1,994.3,2016-12-12
5769,9434,4.2,1.9,995.45,2016-12-13
5774,9434,3.2,3.1,992.8499999999999,2016-12-14
5778,9434,7.1,3.1,992.15,2016-12-15
5781,9434,7.8,1.7,992.7,2016-12-16
5784,9434,8.5,2.8,1000.5999999999999,2016-12-17
5789,9434,4.1,2.2,999.0999999999999,2016-12-18
5795,9434,5.2,3.6,990.0999999999999,2016-12-19
5798,9434,8.4,8.3,988.9,2016-12-20
5802,9434,9.4,6.7,996.65,2016-12-21
5805,9434,6.5,2.2,1002.45,2016-12-22
5809,9434,9.7,3.6,1005.15,2016-12-23
5814,9434,10.0,3.3,1006.0,2016-12-24
5817,9434,7.4,1.4,1003.65,2016-12-25
5821,9434,5.8,2.5,1002.5,2016-12-26
5827,9434,4.4,1.1,1004.8,2016-12-27
5830,9434,3.9,0.8,1007.35,2016-12-28
5834,9434,2.1,2.2,1004.55,2016-12-29
5836,9434,0.6,1.1,1006.4,2016-12-30
5841,9434,2.0,1.4,1003.15,2016-12-31
5845,9434,2.0,1.7,996.9,2017-01-01
5849,9434,1.0,2.2,993.9000000000001,2017-01-02
5855,9434,4.0,2.8,993.8,2017-01-03
5856,9434,6.5,5.6,993.65,2017-01-04
5860,9434,7.8,10.8,994.2,2017-01-05
5867,9434,4.0,3.3,998.5,2017-01-06
5871,9434,2.6,1.4,999.8,2017-01-07
5872,9434,4.6,5.6,997.6,2017-01-08
5878,9434,9.2,9.4,993.8,2017-01-09
5880,9434,10.4,8.1,987.55,2017-01-10
5886,9434,12.2,7.8,990.45,2017-01-11
5890,9434,11.7,2.8,990.65,2017-01-12
5895,9434,7.4,8.6,990.85,2017-01-13
5899,9434,6.2,8.6,995.1500000000001,2017-01-14
5903,9434,7.3,7.8,994.4,2017-01-15
5907,9434,10.6,10.6,990.4,2017-01-16
5908,9434,4.4,11.7,988.35,2017-01-17
5914,9434,0.6,5.6,992.15,2017-01-18
5918,9434,1.0,4.4,992.85,2017-01-19
5922,9434,2.9,5.6,991.3,2017-01-20
5924,9434,5.6,3.1,989.15,2017-01-21
5930,9434,6.2,6.1,987.25,2017-01-22
5934,9434,8.2,8.1,989.05,2017-01-23
5938,9434,8.2,10.6,991.25,2017-01-24
5940,9434,4.6,7.5,988.95,2017-01-25
5946,9434,2.2,3.1,986.3499999999999,2017-01-26
5950,9434,9.8,4.7,980.8499999999999,2017-01-27
5953,9434,8.9,6.4,988.6,2017-01-28
5958,9434,7.6,2.5,993.0,2017-01-29
5961,9434,11.2,1.9,990.25,2017-01-30
5964,9434,11.4,2.8,986.6,2017-01-31
5969,9434,9.1,3.6,986.35,2017-02-01
5972,9434,9.5,4.2,982.25,2017-02-02
5978,9434,10.8,2.5,982.8499999999999,2017-02-03
5980,9434,12.5,4.4,980.75,2017-02-04
5985,9434,10.6,8.6,984.3499999999999,2017-02-05
5989,9434,10.4,7.5,991.75,2017-02-06
5992,9434,11.0,6.7,990.65,2017-02-07
5997,9434,7.4,10.3,993.25,2017-02-08
6002,9434,8.4,3.9,989.25,2017-02-09
6006,9434,8.5,3.3,984.3499999999999,2017-02-10
6009,9434,5.4,1.7,983.05,2017-02-11
6012,9434,10.6,9.2,977.7,2017-02-12
6017,9434,10.6,4.4,980.95,2017-02-13
6020,9434,9.6,2.5,991.95,2017-02-14
6025,9434,10.4,1.9,1000.4000000000001,2017-02-15
6030,9434,11.2,1.7,1000.65,2017-02-16
6033,9434,9.4,1.4,997.2,2017-02-17
6036,9434,8.7,1.7,991.55,2017-02-18
6042,9434,9.8,2.2,995.05,2017-02-19
6046,9434,10.4,4.2,995.9000000000001,2017-02-20
6048,9434,9.0,2.5,994.55,2017-02-21
6055,9434,10.0,1.4,991.4,2017-02-22
6057,9434,9.4,1.1,986.35,2017-02-23
6060,9434,10.6,10.6,986.15,2017-02-24
6066,9434,11.0,3.9,989.05,2017-02-25
6071,9434,10.0,1.1,989.5,2017-02-26
6074,9434,12.2,5.3,983.55,2017-02-27
6077,9434,12.6,10.8,983.2,2017-02-28
6082,9434,11.8,1.9,988.15,2017-03-01
6086,9434,12.8,1.7,987.45,2017-03-02
6091,9434,12.5,6.7,976.5,2017-03-03
6095,9434,9.8,5.8,975.8,2017-03-04
6096,9434,10.8,2.5,985.6500000000001,2017-03-05
6102,9434,15.0,5.0,991.0,2017-03-06
6106,9434,13.8,6.7,993.95,2017-03-07
6111,9434,16.0,5.6,996.3,2017-03-08
6113,9434,16.3,2.8,994.5,2017-03-09
6116,9434,19.3,5.0,990.35,2017-03-10
6122,9434,16.5,1.7,986.0999999999999,2017-03-11
6124,9434,14.0,8.3,986.8499999999999,2017-03-12
6130,9434,12.4,10.3,992.45,2017-03-13
6132,9434,14.3,5.3,998.2,2017-03-14
6137,9434,14.4,3.3,996.1,2017-03-15
6141,9434,14.0,2.8,992.35,2017-03-16
6144,9434,13.9,0.8,991.75,2017-03-17
6149,9434,15.2,5.8,990.9,2017-03-18
6154,9434,15.8,4.2,986.95,2017-03-19
6159,9434,15.9,4.4,983.8,2017-03-20
6162,9434,13.2,6.9,985.0999999999999,2017-03-21
6167,9434,10.8,5.0,981.3,2017-03-22
6171,9434,9.5,5.0,980.8,2017-03-23
6174,9434,9.1,2.5,984.45,2017-03-24
6179,9434,8.4,3.9,983.3,2017-03-25
6181,9434,11.8,5.0,986.0999999999999,2017-03-26
6185,9434,12.4,3.3,989.55,2017-03-27
6189,9434,14.0,1.7,995.5,2017-03-28
6195,9434,14.6,1.7,995.3,2017-03-29
6197,9434,15.9,4.2,992.25,2017-03-30
6200,9434,15.8,3.1,988.4,2017-03-31
6206,9434,13.4,5.8,988.9000000000001,2017-04-01
6211,9434,12.5,10.0,991.2,2017-04-02
6215,9434,12.7,3.9,992.7,2017-04-03
6219,9434,15.1,9.2,992.75,2017-04-04
6223,9434,14.2,8.6,991.1500000000001,2017-04-05
6225,9434,15.7,9.7,989.1,2017-04-06
6231,9434,15.0,3.3,989.8,2017-04-07
6234,9434,16.7,3.6,989.9000000000001,2017-04-08
6237,9434,16.4,3.1,992.5,2017-04-09
6243,9434,17.4,1.4,992.7,2017-04-10
6247,9434,18.0,7.5,991.0999999999999,2017-04-11
6251,9434,17.3,2.5,989.05,2017-04-12
6252,9434,18.6,3.6,985.95,2017-04-13
6256,9434,20.8,4.4,986.0999999999999,2017-04-14
6262,9434,16.4,9.2,990.8,2017-04-15
6265,9434,17.4,5.8,990.95,2017-04-16
6270,9434,18.1,4.4,986.9000000000001,2017-04-17
6272,9434,17.6,8.9,986.3,2017-04-18
6278,9434,17.4,5.6,989.9,2017-04-19
6281,9434,15.2,4.4,993.8499999999999,2017-04-20
6287,9434,13.9,3.9,995.8499999999999,2017-04-21
6291,9434,14.6,2.5,992.2,2017-04-22
6292,9434,16.8,1.1,987.0,2017-04-23
6297,9434,18.6,2.2,983.45,2017-04-24
6300,9434,17.2,2.2,978.35,2017-04-25
6305,9434,11.4,10.0,981.2,2017-04-26
6311,9434,11.4,7.8,985.9,2017-04-27
6313,9434,10.8,2.8,986.6,2017-04-28
6319,9434,11.3,3.3,982.6500000000001,2017-04-29
6323,9434,13.6,4.4,981.25,2017-04-30
6327,9434,11.3,2.8,988.4,2017-05-01
6331,9434,15.3,2.8,989.0999999999999,2017-05-02
6335,9434,17.6,3.1,985.45,2017-05-03
6336,9434,19.3,3.1,981.0,2017-05-04
6340,9434,20.8,7.8,979.05,2017-05-05
6347,9434,18.7,4.7,985.95,2017-05-06
6351,9434,18.5,6.4,989.8499999999999,2017-05-07
6353,9434,19.6,6.4,986.65,2017-05-08
6359,9434,19.3,3.1,978.5999999999999,2017-05-09
6361,9434,20.0,5.0,972.6500000000001,2017-05-10
6364,9434,20.2,3.9,970.3499999999999,2017-05-11
6369,9434,19.2,5.0,977.85,2017-05-12
6374,9434,20.8,3.9,985.9,2017-05-13
6378,9434,21.4,1.7,992.6500000000001,2017-05-14
6382,9434,22.4,1.9,995.7,2017-05-15
6386,9434,24.6,2.8,993.3,2017-05-16
6388,9434,23.0,3.9,987.8,2017-05-17
6392,9434,14.8,8.6,985.75,2017-05-18
6396,9434,14.8,4.4,991.3,2017-05-19
6401,9434,17.0,3.1,992.8499999999999,2017-05-20
6404,9434,20.0,3.3,988.65,2017-05-21
6408,9434,23.3,3.1,986.25,2017-05-22
6415,9434,23.5,3.6,989.45,2017-05-23
6419,9434,25.2,3.1,988.45,2017-05-24
6421,9434,26.2,2.2,983.6500000000001,2017-05-25
6427,9434,26.7,5.0,982.95,2017-05-26
6430,9434,25.8,5.8,985.25,2017-05-27
6435,9434,25.2,6.4,986.25,2017-05-28
6436,9434,22.6,6.4,984.6,2017-05-29
6443,9434,23.2,3.1,986.5,2017-05-30
6447,9434,23.6,2.5,988.0,2017-05-31
6449,9434,24.5,2.8,987.85,2017-06-01
6454,9434,25.6,3.3,986.25,2017-06-02
6456,9434,21.0,3.6,987.4000000000001,2017-06-03
6463,9434,14.4,2.8,988.15,2017-06-04
6466,9434,19.6,5.8,984.95,2017-06-05
6471,9434,20.5,6.9,986.5,2017-06-06
6473,9434,21.4,3.9,990.3499999999999,2017-06-07
6477,9434,24.6,5.6,984.35,2017-06-08
6481,9434,25.3,2.5,984.95,2017-06-09
6485,9434,26.8,1.9,986.8,2017-06-10
6488,9434,29.0,2.5,985.75,2017-06-11
6494,9434,28.2,4.7,985.9000000000001,2017-06-12
6499,9434,29.0,4.2,982.55,2017-06-13
6503,9434,30.0,2.8,982.5,2017-06-14
6506,9434,28.9,6.9,987.55,2017-06-15
6510,9434,28.2,6.1,989.9000000000001,2017-06-16
6512,9434,29.0,5.3,986.55,2017-06-17
6516,9434,30.4,4.2,983.9,2017-06-18
6522,9434,29.9,5.8,987.1,2017-06-19
6526,9434,28.2,2.8,987.25,2017-06-20
6529,9434,29.9,1.9,985.6,2017-06-21
6532,9434,31.4,1.7,986.1,2017-06-22
6537,9434,30.0,4.2,988.5999999999999,2017-06-23
6541,9434,26.6,6.1,987.85,2017-06-24
6547,9434,24.4,3.1,985.4,2017-06-25
6551,9434,23.9,2.2,982.15,2017-06-26
6553,9434,26.6,4.4,978.05,2017-06-27
6557,9434,23.4,7.5,976.55,2017-06-28
6562,9434,20.8,3.1,981.0,2017-06-29
6565,9434,18.0,6.7,987.3,2017-06-30
6571,9434,18.1,8.6,993.65,2017-07-01
6575,9434,20.9,8.9,993.65,2017-07-02
6576,9434,24.6,3.3,991.1,2017-07-03
6582,9434,27.0,3.9,986.3,2017-07-04
6584,9434,27.7,6.4,984.5999999999999,2017-07-05
6589,9434,25.6,1.4,986.95,2017-07-06
6595,9434,27.8,3.9,986.7,2017-07-07
6597,9434,24.2,3.3,984.4,2017-07-08
6601,9434,25.5,4.2,983.05,2017-07-09
6606,9434,24.7,7.5,984.05,2017-07-10
6610,9434,26.4,2.5,985.25,2017-07-11
6614,9434,28.9,4.2,987.7,2017-07-12
6618,9434,27.6,6.1,988.0,2017-07-13
6623,9434,25.4,8.9,988.4,2017-07-14
6624,9434,25.4,5.3,988.75,2017-07-15
6629,9434,27.8,4.4,988.25,2017-07-16
6632,9434,28.8,5.8,985.5999999999999,2017-07-17
6637,9434,28.4,7.2,982.55,2017-07-18
6641,9434,28.6,5.8,981.1,2017-07-19
6645,9434,25.4,7.5,982.85,2017-07-20
6649,9434,24.6,5.3,981.45,2017-07-21
6655,9434,26.8,2.5,984.9,2017-07-22
6657,9434,25.2,6.1,987.95,2017-07-23
6661,9434,23.8,7.8,989.2,2017-07-24
6666,9434,22.0,11.7,987.6,2017-07-25
6671,9434,24.6,6.4,985.4,2017-07-26
6674,9434,27.8,3.6,983.4,2017-07-27
6678,9434,29.0,3.3,984.95,2017-07-28
6680,9434,29.6,2.8,984.0999999999999,2017-07-29
6684,9434,30.6,2.5,980.65,2017-07-30
6690,9434,28.6,4.7,978.9,2017-07-31
6694,9434,27.0,3.6,984.6500000000001,2017-08-01
6697,9434,29.2,5.3,986.9000000000001,2017-08-02
6702,9434,31.2,2.8,985.3,2017-08-03
6705,9434,30.4,5.3,985.4,2017-08-04
6711,9434,27.0,8.6,986.1,2017-08-05
6714,9434,24.3,5.6,988.2,2017-08-06
6718,9434,28.0,5.3,982.55,2017-08-07
6720,9434,22.8,8.9,985.25,2017-08-08
6725,9434,19.2,6.1,990.6,2017-08-09
6728,9434,19.0,7.5,993.8,2017-08-10
6732,9434,20.0,7.8,992.45,2017-08-11
6737,9434,23.0,3.9,990.85,2017-08-12
6740,9434,25.7,3.6,987.35,2017-08-13
6746,9434,28.4,5.8,985.2,2017-08-14
6750,9434,28.0,4.2,986.7,2017-08-15
6755,9434,26.7,4.4,988.8,2017-08-16
6759,9434,27.8,3.1,988.2,2017-08-17
6763,9434,27.0,5.8,987.45,2017-08-18
6767,9434,24.8,6.1,989.8499999999999,2017-08-19
6769,9434,24.2,6.4,991.0,2017-08-20
6775,9434,25.6,2.2,988.2,2017-08-21
6776,9434,29.4,3.9,984.8,2017-08-22
6780,9434,27.8,3.3,986.3,2017-08-23
6786,9434,27.6,4.2,985.15,2017-08-24
6788,9434,28.0,4.7,984.35,2017-08-25
6794,9434,29.2,4.4,984.8,2017-08-26
6796,9434,25.2,3.1,986.8,2017-08-27
6800,9434,23.4,2.5,985.0,2017-08-28
6805,9434,22.4,3.9,984.5999999999999,2017-08-29
6809,9434,23.6,1.9,984.55,2017-08-30
6812,9434,22.2,7.2,988.75,2017-08-31
6819,9434,20.2,6.7,991.05,2017-09-01
6820,9434,19.7,6.4,991.7,2017-09-02
6824,9434,21.6,2.5,985.95,2017-09-03
6829,9434,23.6,4.7,986.1500000000001,2017-09-04
6834,9434,25.2,2.2,990.8499999999999,2017-09-05
6836,9434,22.8,8.9,991.8,2017-09-06
6843,9434,20.4,8.3,988.8,2017-09-07
6846,9434,21.8,3.3,983.5,2017-09-08
6851,9434,18.0,6.9,979.3499999999999,2017-09-09
6853,9434,18.6,6.9,982.65,2017-09-10
6856,9434,20.2,5.0,983.5,2017-09-11
6861,9434,21.0,4.2,988.55,2017-09-12
6866,9434,22.4,3.1,989.85,2017-09-13
6870,9434,19.8,8.1,988.35,2017-09-14
6873,9434,15.9,4.4,985.8,2017-09-15
6877,9434,15.2,4.7,986.0,2017-09-16
6882,9434,15.6,1.9,987.75,2017-09-17
6887,9434,18.2,5.0,989.05,2017-09-18
6891,9434,18.0,8.1,992.45,2017-09-19
6895,9434,19.2,2.2,989.55,2017-09-20
6899,9434,20.0,1.9,986.6500000000001,2017-09-21
6902,9434,18.8,2.5,990.4,2017-09-22
6904,9434,20.2,2.5,989.75,2017-09-23
6910,9434,22.1,1.7,988.7,2017-09-24
6913,9434,21.4,7.2,988.9000000000001,2017-09-25
6918,9434,20.0,3.3,990.05,2017-09-26
6923,9434,20.4,1.9,990.55,2017-09-27
6926,9434,22.2,2.2,992.8,2017-09-28
6931,9434,22.0,1.9,991.0,2017-09-29
6935,9434,19.4,2.5,990.25,2017-09-30
6939,9434,19.8,6.4,991.8,2017-10-01
6943,9434,23.2,5.8,992.7,2017-10-02
6945,9434,22.2,3.3,991.2,2017-10-03
6948,9434,21.4,1.9,993.0,2017-10-04
6955,9434,22.2,4.7,990.85,2017-10-05
6959,9434,19.6,10.0,990.35,2017-10-06
6963,9434,17.2,3.1,992.45,2017-10-07
6966,9434,17.8,3.6,989.5999999999999,2017-10-08
6970,9434,19.4,3.1,989.85,2017-10-09
6972,9434,18.8,1.1,990.05,2017-10-10
6976,9434,18.8,1.9,991.65,2017-10-11
6980,9434,18.4,1.7,995.3,2017-10-12
6986,9434,20.3,1.9,994.45,2017-10-13
6988,9434,21.1,3.6,994.75,2017-10-14
6993,9434,21.6,2.2,995.4000000000001,2017-10-15
6998,9434,21.4,3.1,994.55,2017-10-16
7003,9434,19.7,2.8,989.95,2017-10-17
7004,9434,16.0,3.3,982.45,2017-10-18
7008,9434,15.7,3.9,982.5999999999999,2017-10-19
7012,9434,18.2,2.2,987.65,2017-10-20
7017,9434,18.1,5.6,993.4000000000001,2017-10-21
7022,9434,14.2,6.4,996.6500000000001,2017-10-22
7025,9434,15.9,4.2,995.05,2017-10-23
7031,9434,18.4,0.8,993.55,2017-10-24
7035,9434,17.4,1.7,993.6,2017-10-25
7039,9434,18.3,1.7,996.45,2017-10-26
7043,9434,18.9,9.4,996.6500000000001,2017-10-27
7045,9434,16.8,9.2,995.2,2017-10-28
7049,9434,15.8,8.6,991.75,2017-10-29
7053,9434,15.5,9.4,989.0,2017-10-30
7056,9434,13.0,1.4,991.95,2017-10-31
7063,9434,14.8,2.5,991.3499999999999,2017-11-01
7066,9434,15.6,1.9,988.3,2017-11-02
7070,9434,17.0,2.2,984.05,2017-11-03
7074,9434,16.6,3.1,981.95,2017-11-04
7076,9434,12.9,9.4,988.8,2017-11-05
7082,9434,11.0,10.8,991.05,2017-11-06
7086,9434,11.0,7.5,988.3,2017-11-07
7090,9434,9.3,6.1,992.3,2017-11-08
7094,9434,9.8,11.1,994.55,2017-11-09
7096,9434,12.0,10.3,996.2,2017-11-10
7102,9434,14.6,9.7,994.5,2017-11-11
7107,9434,13.5,5.3,989.15,2017-11-12
7110,9434,10.8,10.3,988.3,2017-11-13
7114,9434,9.7,8.6,989.95,2017-11-14
7117,9434,7.8,2.8,989.5,2017-11-15
7120,9434,7.7,1.1,990.7,2017-11-16
7125,9434,9.4,2.2,990.2,2017-11-17
7128,9434,12.3,5.3,990.75,2017-11-18
7135,9434,10.0,4.2,991.9000000000001,2017-11-19
7139,9434,8.6,1.4,993.0999999999999,2017-11-20
7140,9434,8.1,1.1,991.5,2017-11-21
7145,9434,7.7,2.2,986.15,2017-11-22
7150,9434,10.8,2.5,986.9000000000001,2017-11-23
7152,9434,12.3,1.9,988.25,2017-11-24
7158,9434,10.9,7.5,991.3,2017-11-25
7162,9434,8.4,7.2,998.5,2017-11-26
7164,9434,5.7,1.4,996.75,2017-11-27
7170,9434,4.8,2.5,987.2,2017-11-28
7174,9434,5.7,6.4,979.8,2017-11-29
7178,9434,6.0,7.2,984.95,2017-11-30
7183,9434,4.8,8.1,985.9,2017-12-01
7187,9434,4.6,10.3,990.45,2017-12-02
7191,9434,5.1,9.4,996.25,2017-12-03
7195,9434,7.8,5.3,1002.5,2017-12-04
7196,9434,4.8,2.5,1004.95,2017-12-05
7200,9434,2.6,1.1,1003.35,2017-12-06
7206,9434,1.7,0.8,1000.05,2017-12-07
7210,9434,6.2,5.3,995.65,2017-12-08
7214,9434,8.1,5.6,991.25,2017-12-09
7216,9434,10.3,3.3,974.8,2017-12-10
7222,9434,11.2,6.4,966.75,2017-12-11
7227,9434,7.0,5.6,985.0,2017-12-12
7228,9434,6.2,2.5,992.35,2017-12-13
7234,9434,9.2,1.7,984.65,2017-12-14
7238,9434,8.2,5.6,981.45,2017-12-15
7240,9434,7.2,5.6,990.4000000000001,2017-12-16
7245,9434,7.2,7.5,998.45,2017-12-17
7251,9434,8.4,8.6,996.8,2017-12-18
7255,9434,7.7,6.4,997.8,2017-12-19
7259,9434,7.4,6.7,1001.35,2017-12-20
7260,9434,8.0,5.8,1004.6500000000001,2017-12-21
7264,9434,10.2,9.7,1003.4,2017-12-22
7271,9434,7.8,2.8,1004.3,2017-12-23
7274,9434,2.0,1.7,1001.9,2017-12-24
7277,9434,0.6,3.3,994.5,2017-12-25
7280,9434,5.2,2.2,981.55,2017-12-26
7286,9434,7.4,7.2,975.0999999999999,2017-12-27
7290,9434,7.8,3.9,982.35,2017-12-28
7292,9434,10.1,2.8,989.25,2017-12-29
7299,9434,12.0,2.8,992.95,2017-12-30
7302,9434,10.8,3.1,991.6500000000001,2017-12-31
7307,9434,9.3,9.7,995.65,2018-01-01
7309,9434,10.6,3.9,996.4,2018-01-02
7314,9434,12.8,3.3,996.5999999999999,2018-01-03
7317,9434,14.5,3.6,990.75,2018-01-04
7321,9434,14.9,6.1,979.9,2018-01-05
7324,9434,7.0,6.9,970.65,2018-01-06
7331,9434,4.8,2.8,973.3,2018-01-07
7335,9434,4.0,3.6,981.15,2018-01-08
7336,9434,4.6,2.8,985.9,2018-01-09
7341,9434,6.9,3.3,985.7,2018-01-10
7345,9434,6.8,5.0,989.35,2018-01-11
7349,9434,7.7,6.1,992.75,2018-01-12
7355,9434,4.6,2.5,988.5,2018-01-13
7358,9434,5.9,3.6,988.55,2018-01-14
7362,9434,7.0,5.8,993.9000000000001,2018-01-15
7365,9434,9.0,3.1,993.75,2018-01-16
7371,9434,9.0,8.3,994.2,2018-01-17
7373,9434,7.6,2.8,993.7,2018-01-18
7378,9434,10.4,5.3,991.9000000000001,2018-01-19
7382,9434,9.7,3.9,992.45,2018-01-20
7386,9434,14.8,8.6,995.25,2018-01-21
7390,9434,13.0,7.2,996.45,2018-01-22
7395,9434,12.8,6.4,997.05,2018-01-23
7399,9434,9.2,2.2,995.65,2018-01-24
7402,9434,6.2,2.2,989.55,2018-01-25
7407,9434,8.2,12.2,989.65,2018-01-26
7410,9434,7.8,7.8,998.95,2018-01-27
7415,9434,8.3,4.4,1006.15,2018-01-28
7416,9434,7.5,1.7,1004.05,2018-01-29
7423,9434,7.2,1.1,999.0,2018-01-30
7426,9434,6.4,1.1,991.85,2018-01-31
7430,9434,5.5,5.3,982.2,2018-02-01
7433,9434,6.0,9.2,981.65,2018-02-02
7436,9434,7.2,4.2,983.9,2018-02-03
7440,9434,5.2,3.1,980.5,2018-02-04
7445,9434,4.5,4.2,978.35,2018-02-05
7448,9434,4.4,10.0,980.1,2018-02-06
7455,9434,4.7,8.3,985.05,2018-02-07
7459,9434,4.4,8.9,988.15,2018-02-08
7463,9434,3.0,3.3,989.15,2018-02-09
7466,9434,6.4,8.3,989.75,2018-02-10
7468,9434,11.7,3.6,987.55,2018-02-11
7472,9434,6.4,8.6,989.0999999999999,2018-02-12
7476,9434,3.8,4.2,987.6,2018-02-13
7482,9434,8.2,3.1,987.05,2018-02-14
7486,9434,11.6,1.9,991.3499999999999,2018-02-15
7491,9434,13.0,1.4,992.05,2018-02-16
7493,9434,10.3,7.2,992.2,2018-02-17
7498,9434,9.8,8.3,991.95,2018-02-18
7500,9434,11.8,8.3,987.45,2018-02-19
7507,9434,11.2,11.9,984.2,2018-02-20
7510,9434,8.0,9.7,980.85,2018-02-21
7515,9434,6.6,10.3,977.8499999999999,2018-02-22
7516,9434,4.2,5.8,976.8,2018-02-23
7522,9434,4.1,1.7,978.55,2018-02-24
7527,9434,6.6,5.6,980.3,2018-02-25
7531,9434,7.4,6.7,977.2,2018-02-26
7534,9434,2.0,4.2,977.2,2018-02-27
7538,9434,1.9,3.3,969.85,2018-02-28
7543,9434,8.0,6.9,959.35,2018-03-01
7547,9434,8.3,5.6,967.35,2018-03-02
7549,9434,12.3,2.2,968.0,2018-03-03
7555,9434,11.8,2.5,966.8499999999999,2018-03-04
7556,9434,11.2,1.9,963.1,2018-03-05
7560,9434,10.6,5.6,969.7,2018-03-06
7567,9434,8.4,1.9,976.65,2018-03-07
7568,9434,11.2,2.2,979.45,2018-03-08
7574,9434,12.0,2.5,979.25,2018-03-09
7576,9434,14.0,2.5,974.1,2018-03-10
7582,9434,12.4,4.7,971.8499999999999,2018-03-11
7584,9434,11.8,4.2,979.95,2018-03-12
7591,9434,12.1,1.7,984.8,2018-03-13
7595,9434,10.0,4.4,976.55,2018-03-14
7598,9434,12.2,5.6,970.65,2018-03-15
7603,9434,11.1,4.4,974.0,2018-03-16
7606,9434,7.4,4.7,970.4000000000001,2018-03-17
7610,9434,8.2,6.4,974.3,2018-03-18
7613,9434,7.2,5.3,975.2,2018-03-19
7616,9434,5.8,11.7,983.6,2018-03-20
7621,9434,6.7,11.4,992.8,2018-03-21
7624,9434,8.0,8.9,990.5999999999999,2018-03-22
7629,9434,10.9,5.0,977.2,2018-03-23
7635,9434,10.2,7.5,970.05,2018-03-24
7637,9434,10.6,5.6,979.7,2018-03-25
7641,9434,10.9,9.7,989.3,2018-03-26
7644,9434,13.6,5.8,992.2,2018-03-27
7650,9434,14.8,3.1,985.45,2018-03-28
7654,9434,14.0,2.8,978.7,2018-03-29
7659,9434,12.8,6.9,973.35,2018-03-30
7663,9434,11.2,7.8,979.3499999999999,2018-03-31
7664,9434,11.4,2.2,984.7,2018-04-01
7668,9434,13.7,5.0,978.2,2018-04-02
7674,9434,16.4,3.9,976.0,2018-04-03
7679,9434,14.8,8.1,982.45,2018-04-04
7682,9434,14.4,1.9,987.8499999999999,2018-04-05
7685,9434,14.6,4.7,981.35,2018-04-06
7691,9434,12.9,3.3,977.2,2018-04-07
7695,9434,12.4,4.4,975.9000000000001,2018-04-08
7698,9434,11.5,4.2,976.1,2018-04-09
7702,9434,8.4,5.3,970.55,2018-04-10
7705,9434,5.9,4.4,966.0,2018-04-11
7710,9434,12.2,5.6,971.05,2018-04-12
7713,9434,13.6,3.1,978.1500000000001,2018-04-13
7716,9434,13.0,1.9,985.85,2018-04-14
7720,9434,14.5,2.8,984.4,2018-04-15
7724,9434,14.1,8.1,986.15,2018-04-16
7728,9434,15.4,1.4,992.8,2018-04-17
7734,9434,17.6,3.9,993.9000000000001,2018-04-18
7737,9434,17.5,4.7,993.05,2018-04-19
