,indicativo,fecha,tmed,velmedia,presmed
2530,9434,2013-12-01,6.8,9.2,989.75
2531,9434,2013-12-02,6.1,4.7,992.75
2532,9434,2013-12-03,6.0,1.1,997.05
2533,9434,2013-12-04,5.7,1.7,997.5
2534,9434,2013-12-05,9.2,8.3,997.9
2535,9434,2013-12-06,7.8,6.1,996.85
2536,9434,2013-12-07,5.0,2.2,994.5
2537,9434,2013-12-08,2.2,0.6,997.8
2538,9434,2013-12-09,2.8,0.0,1001.0999999999999
2539,9434,2013-12-10,2.0,0.8,1002.9000000000001
2540,9434,2013-12-11,1.8,1.1,1003.0999999999999
2541,9434,2013-12-12,2.0,0.0,1000.8499999999999
2542,9434,2013-12-13,4.4,0.8,997.4
2543,9434,2013-12-14,5.6,0.8,1001.05
2544,9434,2013-12-15,1.8,1.1,1004.1500000000001
2545,9434,2013-12-16,2.2,0.6,1001.1
2546,9434,2013-12-17,6.2,0.0,998.35
2547,9434,2013-12-18,6.6,1.7,993.4
2548,9434,2013-12-19,7.4,2.2,985.65
2549,9434,2013-12-20,7.2,9.7,993.55
2550,9434,2013-12-21,3.5,0.3,1002.6
2551,9434,2013-12-22,3.8,1.1,1000.25
2552,9434,2013-12-23,5.1,2.2,993.95
2553,9434,2013-12-24,8.2,3.6,979.9
2554,9434,2013-12-25,10.0,4.7,969.1500000000001
2555,9434,2013-12-26,6.8,4.7,978.9000000000001
2556,9434,2013-12-27,9.5,2.2,981.6500000000001
2557,9434,2013-12-28,9.4,4.7,984.0
2558,9434,2013-12-29,6.2,3.3,995.55
2559,9434,2013-12-30,3.8,1.1,996.65
2560,9434,2013-12-31,4.6,1.9,990.4
2561,9434,2014-01-01,7.2,1.7,985.4
4388,9434,2015-01-01,6.2,1.7,1002.0
4389,9434,2015-01-02,5.0,0.0,1006.3499999999999
4390,9434,2015-01-03,6.9,3.1,1004.75
4391,9434,2015-01-04,10.5,9.2,1002.4000000000001
4392,9434,2015-01-05,3.1,0.3,999.0
4393,9434,2015-01-06,7.3,3.3,996.4
4394,9434,2015-01-07,5.6,0.6,1000.9
4395,9434,2015-01-08,4.5,2.8,1007.05
4396,9434,2015-01-09,7.6,2.5,1010.65
4397,9434,2015-01-10,10.2,3.3,1003.75
4398,9434,2015-01-11,10.6,7.8,1001.4
4399,9434,2015-01-12,6.0,2.2,1001.5
4400,9434,2015-01-13,3.8,3.3,995.3
4401,9434,2015-01-14,7.0,0.8,994.7
4402,9434,2015-01-15,6.5,1.9,986.45
4403,9434,2015-01-16,7.6,3.3,983.05
4404,9434,2015-01-17,5.9,3.6,990.65
4405,9434,2015-01-18,3.0,2.2,984.4000000000001
4406,9434,2015-01-19,6.3,8.1,980.6
4407,9434,2015-01-20,5.1,4.4,980.55
4408,9434,2015-01-21,6.8,4.4,978.25
4409,9434,2015-01-22,6.0,7.5,983.0
4410,9434,2015-01-23,7.2,11.1,990.9
4411,9434,2015-01-24,7.8,9.7,994.5
4412,9434,2015-01-25,7.4,13.9,995.25
4413,9434,2015-01-26,8.0,12.2,996.85
4414,9434,2015-01-27,10.8,11.4,995.6500000000001
4415,9434,2015-01-28,9.4,8.3,991.8
4416,9434,2015-01-29,11.1,10.8,978.45
4417,9434,2015-01-30,10.6,4.4,964.75
4418,9434,2015-01-31,7.2,8.9,967.0999999999999
4419,9434,2015-02-01,5.7,9.4,978.2
4420,9434,2015-02-02,7.5,3.3,976.1
4421,9434,2015-02-03,5.4,7.2,970.5
4422,9434,2015-02-04,2.8,10.8,972.4000000000001
4423,9434,2015-02-05,3.4,14.2,979.0
4424,9434,2015-02-06,2.1,10.6,981.45
4425,9434,2015-02-07,3.3,3.9,988.75
4426,9434,2015-02-08,4.6,11.1,991.0999999999999
4427,9434,2015-02-09,5.0,1.4,994.8499999999999
4428,9434,2015-02-10,4.2,1.1,994.3
4429,9434,2015-02-11,3.4,0.8,992.2
4430,9434,2015-02-12,6.6,0.8,990.45
4431,9434,2015-02-13,8.4,4.7,989.25
4432,9434,2015-02-14,9.0,0.8,983.9
4433,9434,2015-02-15,10.4,3.1,982.5
4434,9434,2015-02-16,10.2,6.7,988.25
4435,9434,2015-02-17,9.6,10.6,996.1500000000001
4436,9434,2015-02-18,7.4,6.4,1002.05
4437,9434,2015-02-19,6.6,0.8,1000.05
4438,9434,2015-02-20,6.8,3.1,989.4000000000001
4439,9434,2015-02-21,8.8,7.8,979.5
