,tmed,dir,velmedia,presMax,presMin,fecha
7541,6.6,99.0,10.6,940.6,928.7,2018-03-01
7545,6.6,25.0,4.7,947.1,939.4,2018-03-02
7550,9.8,18.0,5.6,946.9,940.6,2018-03-03
7552,10.2,26.0,3.1,958.6827586206898,950.1689655172414,2018-03-04
7558,8.4,35.0,3.3,958.6827586206898,950.1689655172414,2018-03-05
7562,8.2,35.0,5.0,950.1,943.2,2018-03-06
7564,6.1,13.0,1.7,957.0,950.0,2018-03-07
7571,10.4,21.0,5.3,957.8,953.5,2018-03-08
7572,11.4,16.0,5.6,957.7,951.2,2018-03-09
7577,13.6,19.0,5.8,951.7,946.6,2018-03-10
7580,11.8,17.0,7.8,950.7,944.6,2018-03-11
7585,9.8,30.0,3.1,963.2,950.7,2018-03-12
7588,8.7,99.0,1.9,962.7,961.0,2018-03-13
7593,6.8,15.0,6.9,961.7,943.7,2018-03-14
7599,10.7,26.0,3.3,950.2,943.3,2018-03-15
7600,7.7,26.0,1.9,952.4,949.8,2018-03-16
7604,7.2,32.0,2.8,950.4,944.4,2018-03-17
7608,5.2,35.0,4.2,956.4,946.8,2018-03-18
7615,4.4,33.0,2.5,956.2,950.1,2018-03-19
7619,1.4,35.0,9.4,971.2,955.1,2018-03-20
7623,3.6,36.0,8.6,974.7,970.7,2018-03-21
7625,3.8,99.0,6.9,973.3,965.7,2018-03-22
7628,4.6,33.0,1.4,965.7,945.7,2018-03-23
7634,5.8,99.0,2.5,951.2,945.4,2018-03-24
7639,7.2,30.0,4.2,963.2,951.1,2018-03-25
7640,7.9,99.0,5.6,971.8,963.2,2018-03-26
7645,9.2,99.0,3.1,971.9,968.7,2018-03-27
7651,10.8,1.0,3.3,968.7,958.6,2018-03-28
7655,11.2,20.0,3.1,961.0,949.2,2018-03-29
7657,9.2,25.0,5.3,951.8,946.7,2018-03-30
7662,6.8,34.0,7.5,964.5,947.2,2018-03-31
7665,8.8,22.0,2.5,964.6,957.9,2018-04-01
7671,13.2,16.0,5.8,958.0,950.2,2018-04-02
7675,14.8,99.0,7.2,953.2,949.3,2018-04-03
7676,13.2,27.0,3.1,966.0,952.6,2018-04-04
7680,13.3,45.275862068965516,2.2,967.8,961.0,2018-04-05
7687,15.0,11.0,6.4,961.2,954.8,2018-04-06
7688,9.6,16.0,2.5,956.6,952.5,2018-04-07
7692,8.9,99.0,2.2,954.9,952.4,2018-04-08
7699,6.0,18.0,2.5,954.6,952.3,2018-04-09
7703,5.4,99.0,6.7,952.6,942.7,2018-04-10
7704,6.6,35.0,7.2,947.6,941.3,2018-04-11
7709,9.8,35.0,2.8,949.8,947.0,2018-04-12
7712,10.6,18.0,3.1,961.6,949.2,2018-04-13
7719,11.4,24.0,3.855172413793104,964.3,961.1,2018-04-14
7721,11.6,99.0,1.9,963.7,960.8,2018-04-15
7726,9.7,34.0,5.6,968.7,961.0,2018-04-16
7731,13.1,99.0,0.8,971.3,968.7,2018-04-17
7732,15.9,16.0,3.3,972.7,969.7,2018-04-18
7738,17.6,18.0,4.4,971.7,968.8,2018-04-19
7743,16.6,99.0,2.8,970.5,966.9,2018-04-20
7745,15.8,18.0,3.6,968.3,964.5,2018-04-21
7748,16.4,11.0,2.5,966.3,963.0,2018-04-22
7754,15.4,22.0,1.7,968.3,965.9,2018-04-23
7759,18.4,19.0,1.7,968.1,963.9,2018-04-24
7763,15.4,99.0,6.7,970.7,965.7,2018-04-25
7767,12.2,99.0,6.7,970.5,961.7,2018-04-26
7769,12.3,99.0,5.0,963.0,959.8,2018-04-27
7775,14.4,17.0,4.2,961.4,952.8,2018-04-28
7779,10.0,22.0,2.8,959.2,951.5,2018-04-29
7781,10.2,23.0,3.9,963.3,958.7,2018-04-30
7784,7.4,32.0,4.4,964.1,961.4,2018-05-01
7791,9.0,99.0,3.9,962.9,960.4,2018-05-02
7792,10.1,34.0,8.9,967.2,962.3,2018-05-03
7799,11.2,35.0,8.3,966.7,963.9,2018-05-04
7800,13.0,35.0,7.2,967.1,964.1,2018-05-05
7807,15.2,30.0,4.448275862068965,966.9,964.2,2018-05-06
7810,18.0,36.0,4.448275862068965,962.4,961.7,2018-05-07
7814,14.7,99.0,5.8,963.0,961.3,2018-05-08
7816,14.0,99.0,7.8,963.0,959.4,2018-05-09
7822,10.5,34.0,6.7,967.1,963.0,2018-05-10
7827,13.2,33.0,1.7,965.7,961.6,2018-05-11
7831,8.3,32.0,4.2,967.5,961.4,2018-05-12
7835,8.6,31.0,5.3,968.3,966.9,2018-05-13
7838,10.8,1.0,5.3,970.1,966.8,2018-05-14
7840,10.6,99.0,5.8,969.6,967.8,2018-05-15
7846,12.8,99.0,7.2,969.1,965.1,2018-05-16
7849,14.6,32.0,5.0,965.3,962.9,2018-05-17
7853,15.7,32.0,4.2,966.2,963.6,2018-05-18
7858,15.2,32.0,5.3,966.2,963.8,2018-05-19
7863,16.2,4.0,2.8,965.6,959.9,2018-05-20
7867,15.7,17.0,2.2,961.4,957.9,2018-05-21
7869,15.6,31.0,3.1,964.9,961.1,2018-05-22
7872,14.8,99.0,1.7,965.7,963.5,2018-05-23
7877,20.6,2.0,1.7,965.4620689655171,962.3413793103449,2018-05-24
7881,17.7,6.0,2.8,965.4620689655171,962.3413793103449,2018-05-25
7886,18.2,21.0,1.4,962.6,959.2,2018-05-26
7889,18.0,32.0,5.0,962.8,960.5,2018-05-27
7895,15.4,99.0,5.8,963.6,961.3,2018-05-28
7896,17.0,16.0,1.4,963.0,959.4,2018-05-29
7900,16.6,16.0,2.2,963.5,960.2,2018-05-30
7904,17.6,32.0,1.9,966.9,963.3,2018-05-31
7911,18.5,31.0,1.7,967.4,964.2,2018-06-01
7915,20.4,99.0,2.5,967.4,962.5,2018-06-02
7919,18.4,25.0,2.8,963.8,959.7,2018-06-03
7923,17.0,31.0,2.2,961.0,958.9,2018-06-04
7926,15.4,1.0,4.2,961.0,958.8,2018-06-05
7931,15.0,99.0,3.9,964.6,960.1,2018-06-06
7934,18.2,26.0,2.2,964.6,961.8,2018-06-07
7937,17.6,99.0,4.2,962.6,958.7,2018-06-08
7940,17.4,12.0,3.3,961.7,958.4,2018-06-09
7944,17.8,32.0,2.5,961.3,957.5,2018-06-10
7949,15.3,99.0,4.2,962.5,959.0,2018-06-11
7952,14.3,32.0,5.0,966.1,959.8,2018-06-12
7959,15.2,35.0,7.2,968.6,965.7,2018-06-13
7963,15.4,34.0,6.4,967.9,965.7,2018-06-14
7964,16.0,99.0,6.4,966.8,965.0,2018-06-15
7968,16.6,99.0,6.9,970.0,965.2,2018-06-16
7972,16.2,35.0,5.8,973.5,969.4,2018-06-17
7976,16.0,35.0,6.9,972.9,971.5,2018-06-18
7980,20.6,35.0,4.4,971.5,966.6,2018-06-19
7986,22.7,15.0,1.9,967.7,964.4,2018-06-20
7990,23.9,33.0,5.0,969.1,966.0,2018-06-21
7993,20.7,99.0,7.2,968.8,966.9,2018-06-22
7998,19.9,99.0,4.4,968.1,965.3,2018-06-23
8002,20.7,99.0,2.2,967.1,963.7,2018-06-24
8007,21.6,34.0,3.6,965.5,963.2,2018-06-25
8011,22.6,4.0,2.8,966.2,962.7,2018-06-26
8014,23.2,33.0,3.1,966.4,963.5,2018-06-27
8016,20.2,99.0,6.9,964.6,959.3,2018-06-28
8022,23.8,20.0,1.4,960.8,956.4,2018-06-29
8026,24.1,26.0,3.1,959.4,954.5,2018-06-30
8030,24.8,99.0,2.2,959.9,955.7,2018-07-01
8034,23.1,99.0,3.3,964.3,959.5,2018-07-02
8038,23.2,33.0,3.9,965.1,962.0,2018-07-03
8041,23.9,35.0,3.9,967.1,958.1,2018-07-04
8044,19.4,34.0,5.6,971.0,966.9,2018-07-05
8051,19.9,34.0,5.0,970.8,967.6,2018-07-06
8054,23.1,99.0,2.8,969.5,965.5,2018-07-07
8056,24.3,33.0,3.1,969.3,966.2,2018-07-08
8060,23.4,2.0,6.1,968.8,966.6,2018-07-09
8064,21.6,36.0,6.4,968.0,965.0,2018-07-10
8071,22.3,2.0,6.4,965.7,961.5,2018-07-11
8075,21.7,34.0,4.2,966.7,963.0,2018-07-12
8079,23.7,35.0,2.2,967.0,963.2,2018-07-13
8081,24.7,35.0,2.8,967.4,961.4,2018-07-14
8087,23.4,99.0,3.3,964.7,960.5,2018-07-15
8089,19.0,32.0,5.3,969.8,963.1,2018-07-16
8092,20.8,31.0,2.8,969.4,963.9,2018-07-17
8098,23.0,23.0,2.5,964.8,961.1,2018-07-18
8101,23.4,34.0,3.6,965.5,961.0,2018-07-19
8104,18.6,99.0,6.1,966.2,964.0,2018-07-20
8108,18.6,36.0,3.6,965.6,963.6,2018-07-21
8112,19.2,45.53333333333333,4.033333333333334,966.3599999999999,962.2933333333332,2018-07-22
8119,22.6,99.0,2.2,966.3,960.8,2018-07-23
8121,24.3,34.0,3.6,964.8,961.3,2018-07-24
8126,24.7,33.0,3.1,965.1,960.7,2018-07-25
8129,26.9,34.0,4.2,963.4,959.1,2018-07-26
8133,25.0,34.0,3.9,963.0,958.1,2018-07-27
8136,21.8,2.0,5.3,963.7,961.6,2018-07-28
8141,23.4,33.0,3.9,965.1,961.6,2018-07-29
8146,25.8,34.0,3.3,965.3,961.8,2018-07-30
8150,24.4,99.0,6.4,967.5,964.4,2018-07-31
8155,25.4,34.0,5.0,968.3,965.3,2018-08-01
8158,26.1,32.0,3.1,968.3,965.1,2018-08-02
8160,26.8,34.0,4.7,968.8,965.7,2018-08-03
8166,25.0,99.0,4.7,968.9,967.0,2018-08-04
8168,26.0,33.0,4.7,967.5,963.8,2018-08-05
8174,27.0,21.0,1.4,965.2,959.6,2018-08-06
8177,24.0,34.0,5.3,965.3,959.2,2018-08-07
8181,24.2,5.0,3.9,964.2,957.3,2018-08-08
8185,18.2,99.0,6.9,972.1,959.6,2018-08-09
8191,21.2,99.0,3.9,972.7,969.4,2018-08-10
8192,23.4,99.0,2.5,972.7,965.5,2018-08-11
8199,26.2,32.0,3.3,966.2,959.0,2018-08-12
8202,20.4,99.0,4.7,967.4,962.6,2018-08-13
8207,19.7,99.0,6.1,969.7,967.1,2018-08-14
8209,22.4,35.0,3.6,969.2,963.8,2018-08-15
8213,22.2,99.0,4.4,967.3,963.5,2018-08-16
8217,18.0,99.0,7.2,971.5,966.8,2018-08-17
8222,19.2,36.0,5.6,971.4,968.3,2018-08-18
8224,20.6,31.0,5.3,971.2,968.9,2018-08-19
8231,22.2,33.0,6.4,970.2,966.2,2018-08-20
8233,23.4,99.0,2.2,967.5,962.9,2018-08-21
8237,25.4,26.0,3.3,966.6,962.4,2018-08-22
8241,23.8,34.0,5.6,968.9,965.6,2018-08-23
8244,19.6,35.0,5.6,968.9,967.6,2018-08-24
8250,18.2,99.0,5.8,967.9,965.4,2018-08-25
8254,20.8,99.0,2.2,966.4,962.1,2018-08-26
8259,23.6,99.0,3.1,965.6,962.6,2018-08-27
8260,25.4,21.0,2.2,965.9,958.6,2018-08-28
8265,21.2,99.0,5.3,970.8,965.1,2018-08-29
8268,21.4,35.0,5.8,970.8,967.4,2018-08-30
8272,20.4,32.0,6.7,969.5,967.8,2018-08-31
8277,22.2,34.0,5.0,969.2,966.1,2018-09-01
8283,21.2,3.0,2.8,967.0,961.9,2018-09-02
8285,20.9,34.0,3.1,963.5,960.1,2018-09-03
8291,21.8,33.0,3.9,964.2,960.3,2018-09-04
8293,20.9,99.0,2.8,964.4,961.8,2018-09-05
8296,19.8,32.0,4.4,966.2,963.0,2018-09-06
8303,19.0,33.0,4.2,966.7,964.4,2018-09-07
8307,22.0,23.0,3.1,968.1,964.1,2018-09-08
8310,21.7,32.0,3.3,971.2,966.9,2018-09-09
8312,20.6,33.0,3.9,973.0,970.9,2018-09-10
8317,21.4,9.0,2.5,973.4,969.8,2018-09-11
8323,22.6,8.0,2.8,971.2,968.4,2018-09-12
8326,20.0,99.0,5.0,970.2,968.2,2018-09-13
8331,20.4,99.0,5.0,969.6,967.2,2018-09-14
8333,19.8,34.0,2.5,970.3,966.7,2018-09-15
8337,21.7,31.0,2.2,969.6,966.1,2018-09-16
8340,23.4,18.0,3.3,968.5,962.1,2018-09-17
8347,24.3,31.0,2.2,967.7,963.1,2018-09-18
8351,24.0,99.0,3.1,969.9,966.8,2018-09-19
8354,24.6,20.0,1.4,969.6,964.0,2018-09-20
8358,21.3,99.0,4.7,971.7,965.4,2018-09-21
8362,21.8,36.0,1.9,972.9,970.1,2018-09-22
8366,23.0,34.0,3.9,974.1,969.3,2018-09-23
8370,15.4,99.0,7.8,976.3,972.8,2018-09-24
8374,15.2,34.0,2.2,974.9,971.8,2018-09-25
8376,18.0,20.0,3.9,977.4,974.6,2018-09-26
8383,20.6,99.0,2.5,977.2,971.5,2018-09-27
8386,20.6,99.0,4.7,971.5,966.4,2018-09-28
8389,17.8,35.0,5.3,967.7,963.8,2018-09-29
8395,15.2,99.0,3.3,969.8,966.1,2018-09-30
8396,13.4,2.0,6.1,974.1,969.7,2018-10-01
8403,13.7,54.63333333333333,6.4,974.7,972.0,2018-10-02
8407,17.4,99.0,6.4,973.9,969.7,2018-10-03
8411,17.2,99.0,1.9,970.2,965.3,2018-10-04
8413,17.8,15.0,3.3,966.8,962.4,2018-10-05
8416,18.0,36.0,4.2,966.0,959.6,2018-10-06
8421,12.3,99.0,4.4,966.9,965.1,2018-10-07
8426,13.0,99.0,5.3,966.5,964.2,2018-10-08
8429,11.6,99.0,2.8,964.9,959.3,2018-10-09
8434,16.6,99.0,5.3,959.5,954.7,2018-10-10
8438,20.2,17.0,5.6,963.9,956.1,2018-10-11
8440,21.8,20.0,5.3,968.3,963.9,2018-10-12
8446,22.7,11.0,5.6,967.3,957.1,2018-10-13
8449,16.6,22.0,4.4,957.5,952.3,2018-10-14
8453,15.6,99.0,1.1,960.1,954.8,2018-10-15
8459,14.5,99.0,1.4,966.5,960.0,2018-10-16
8463,13.9,3.0,0.8,965.9,960.3,2018-10-17
8464,14.2,1.0,3.6,963.1,960.1,2018-10-18
8468,18.2,3.0,5.0,967.9,962.7,2018-10-19
8474,17.6,99.0,2.2,971.8,967.8,2018-10-20
8477,17.0,99.0,2.2,971.9,967.6,2018-10-21
8480,14.9,35.0,7.5,974.6,969.1,2018-10-22
8485,14.0,34.0,6.9,975.6,973.7,2018-10-23
8488,15.4,34.0,6.4,975.0,969.2,2018-10-24
8493,14.3,99.0,1.4,969.2,963.6,2018-10-25
8497,12.1,35.0,2.5,964.3,960.0,2018-10-26
8502,7.0,35.0,6.1,960.0,949.6,2018-10-27
8505,3.9,36.0,5.0,950.8,948.9,2018-10-28
8508,3.4,99.0,3.1,949.6,946.7,2018-10-29
8512,4.8,99.0,4.7,951.3,948.5,2018-10-30
8518,7.8,13.0,2.2,955.7,949.4,2018-10-31
8523,9.2,9.0,1.1,965.2,955.7,2018-11-01
8527,10.5,31.0,3.6,973.3,964.3,2018-11-02
8531,6.8,35.0,4.7,972.9,965.6,2018-11-03
8535,8.0,12.0,0.8,965.6,951.3,2018-11-04
8539,9.6,11.0,5.8,951.3,948.6,2018-11-05
8542,9.4,25.0,5.6,957.6,951.2,2018-11-06
8546,10.2,12.0,4.7,966.1,955.3,2018-11-07
8549,7.6,27.0,3.3,965.9,958.5,2018-11-08
8555,11.0,23.0,2.2,964.1,959.6,2018-11-09
8557,13.0,12.0,3.6,960.4,955.8,2018-11-10
8563,13.6,17.0,6.7,960.4,957.1,2018-11-11
8564,14.6,16.0,3.1,969.7,957.6,2018-11-12
8571,12.3,99.0,1.7,973.7,969.7,2018-11-13
8573,9.448275862068966,39.241379310344826,2.5,972.9,967.3,2018-11-14
8577,14.2,15.0,2.8,968.5,966.0,2018-11-15
8582,11.9,99.0,1.4,968.7,966.1,2018-11-16
8584,11.2,26.0,0.6,966.2,958.7,2018-11-17
8590,10.4,12.0,5.6,958.7,955.2,2018-11-18
8594,9.8,99.0,2.2,955.2,948.1,2018-11-19
8597,4.6,34.0,1.9,952.4,946.8,2018-11-20
8603,9.2,99.0,3.6,961.0,952.0,2018-11-21
8607,10.2,18.0,5.6,963.3,960.5,2018-11-22
8608,7.4,14.0,2.8,962.2,958.5,2018-11-23
8615,7.0,20.0,1.7,963.1,957.0,2018-11-24
8619,7.9,99.0,2.8,957.5,952.7,2018-11-25
8623,6.2,31.0,5.6,968.1,951.7,2018-11-26
8625,7.8,32.0,1.4,969.3,967.4,2018-11-27
8629,7.2,99.0,1.4,969.7,967.2,2018-11-28
8633,4.8,13.0,1.7,967.2,963.7,2018-11-29
8639,8.4,99.0,3.1,970.4,963.6,2018-11-30
8641,6.9,99.0,1.1,969.5,967.0,2018-12-01
8644,10.2,18.0,1.4,968.5,966.1,2018-12-02
8650,8.7,25.0,1.7,970.8,967.9,2018-12-03
8655,8.6,99.0,0.6,972.4,969.4,2018-12-04
8656,7.5,12.0,0.8,973.9,970.4,2018-12-05
8660,10.6,99.0,2.8,976.6,973.5,2018-12-06
8664,5.4,35.0,1.9,974.8,971.0,2018-12-07
8671,8.7,35.0,3.1,976.6,974.2,2018-12-08
8672,8.0,33.0,5.3,979.9,975.0,2018-12-09
8677,7.4,99.0,4.4,979.9,963.8,2018-12-10
8681,4.5,16.0,1.4,972.7,966.9,2018-12-11
8684,6.7,99.0,1.9,968.5,959.5,2018-12-12
8688,7.4,32.0,3.6,959.7,952.8,2018-12-13
8693,6.1,30.0,5.0,969.9,959.7,2018-12-14
8698,5.8,99.0,1.4,970.1,965.8,2018-12-15
8702,9.4,32.0,2.2,971.3,961.3,2018-12-16
8706,4.4,31.0,1.4,975.8,971.2,2018-12-17
8710,6.0,99.0,2.8,973.0,964.7,2018-12-18
8715,7.8,25.0,3.3,968.9,965.1,2018-12-19
8718,7.9,19.0,1.7,974.1,968.6,2018-12-20
8720,8.8,18.0,1.9,976.6,973.4,2018-12-21
8727,8.5,99.0,0.8,978.6,976.1,2018-12-22
8729,5.4,99.0,0.8,978.5,975.4,2018-12-23
8732,9.4,51.8,2.5,976.8,973.8,2018-12-24
8739,6.6,14.0,1.1,976.3,974.1,2018-12-25
8742,5.4,18.0,1.4,977.1,974.7,2018-12-26
8745,3.1,5.0,1.1,975.4,973.2,2018-12-27
8749,5.4,35.0,4.7,977.4,974.3,2018-12-28
8753,6.0,99.0,6.4,979.2,976.4,2018-12-29
8759,6.9,32.0,2.2,978.9,975.6,2018-12-30
8760,8.3,99.0,3.6,977.7,974.7,2018-12-31
8764,7.8,32.0,4.4,978.5,976.0,2019-01-01
8769,3.4,35.0,8.6,979.9,977.0,2019-01-02
8773,5.0,35.0,2.8,977.3,973.8,2019-01-03
8777,4.6,35.0,4.7,979.2,975.2,2019-01-04
8783,5.2,99.0,3.9,980.7,978.4,2019-01-05
8784,4.8,35.0,6.4,980.3,977.9,2019-01-06
8789,1.9,99.0,6.4,981.3,978.8,2019-01-07
8792,4.9,99.0,6.1,979.5,974.2,2019-01-08
8796,5.4,35.0,6.7,974.2,968.4,2019-01-09
8802,1.4,99.0,7.8,972.4,967.9,2019-01-10
8804,2.3,35.0,7.5,977.1,972.1,2019-01-11
8811,5.2,35.0,6.9,977.6,975.8,2019-01-12
8812,7.4,99.0,4.7,977.0,973.3,2019-01-13
8817,8.5,36.0,4.7,973.3,970.2,2019-01-14
8820,6.2,32.0,1.7,970.2,965.3,2019-01-15
8824,2.8,99.0,1.7,966.1,962.3,2019-01-16
8831,4.6,31.0,3.3,967.7,963.8,2019-01-17
8832,3.2,22.0,0.8,967.5,962.7,2019-01-18
8839,4.1,17.0,3.1,963.1,955.5,2019-01-19
8843,5.2,99.0,2.8,965.1,956.1,2019-01-20
8846,4.7,35.0,4.7,968.5,965.1,2019-01-21
8850,2.2,34.0,1.1,967.5,954.6,2019-01-22
8855,3.6,99.0,6.1,954.6,947.6,2019-01-23
8858,2.2,34.0,4.4,963.5,954.4,2019-01-24
8861,6.4,99.0,4.7,968.9,962.4,2019-01-25
8864,6.5,32.0,1.7,968.9,960.5,2019-01-26
8869,3.7,30.0,4.7,963.2,958.1,2019-01-27
8873,5.4,30.0,6.7,963.6,956.5,2019-01-28
8878,5.3,31.0,4.4,963.6,953.0,2019-01-29
8883,4.4,20.0,1.7,958.0,949.0,2019-01-30
8885,6.5,28.0,1.4,949.0,939.7,2019-01-31
8891,7.0,27.0,6.4,940.3,933.6,2019-02-01
8894,2.5,34.0,7.5,964.8,940.3,2019-02-02
8899,1.7,99.0,5.8,975.3,964.8,2019-02-03
8903,3.8,33.0,1.9,975.5,972.7,2019-02-04
8905,8.4,99.0,3.3,976.0,973.9,2019-02-05
8911,9.4,99.0,0.8,974.5,968.0,2019-02-06
8912,6.0,99.0,3.1,971.3,968.4,2019-02-07
8918,6.3,21.0,0.3,970.3,965.3,2019-02-08
8923,7.4,17.0,2.2,969.1,964.4,2019-02-09
8926,7.8,35.0,2.8,971.8,962.6,2019-02-10
8930,6.3,36.0,4.4,979.0,971.7,2019-02-11
8934,6.4,36.0,0.8,979.5,976.5,2019-02-12
8938,6.0,28.0,0.6,978.2,975.7,2019-02-13
8942,7.2,21.0,2.5,979.4,974.8,2019-02-14
8945,5.8,29.0,0.8,976.9,973.5,2019-02-15
8951,7.0,14.0,3.6,975.7,970.9,2019-02-16
8953,10.7,99.0,3.3,971.9,965.8,2019-02-17
8957,6.8,22.0,1.7,968.1,964.6,2019-02-18
8962,7.4,28.0,0.8,968.8,965.7,2019-02-19
8967,6.8,24.0,0.8,973.1,968.6,2019-02-20
8970,8.2,29.0,1.1,977.9,973.1,2019-02-21
8973,9.8,29.0,1.7,978.9,974.2,2019-02-22
8977,9.8,99.0,4.4,976.8,974.2,2019-02-23
8981,9.4,29.0,1.7,979.4,976.4,2019-02-24
8984,9.0,99.0,1.4,979.5,975.6,2019-02-25
8988,10.6,20.0,1.7,977.9,974.3,2019-02-26
8995,11.4,35.0,1.4,975.6,971.2,2019-02-27
8997,9.2,32.0,5.3,976.6,974.7,2019-02-28
9001,8.0,99.0,3.9,974.9,969.6,2019-03-01
9004,10.2,99.0,3.6,972.5,970.1,2019-03-02
9010,9.0,20.0,1.4,970.4,961.7,2019-03-03
9013,9.9,99.0,4.4,965.9,960.9,2019-03-04
9017,9.3,12.0,4.7,965.4,956.4,2019-03-05
9023,11.9,17.0,9.7,956.4,945.6,2019-03-06
9027,7.8,24.0,2.8,963.2,956.4,2019-03-07
9029,8.5,99.0,2.5,974.9,963.2,2019-03-08
9034,10.7,99.0,2.2,978.1,974.6,2019-03-09
9038,10.0,35.0,3.6,977.9,974.5,2019-03-10
9040,7.4,36.0,4.7,980.2,976.2,2019-03-11
9045,7.6,34.0,2.8,976.2,967.7,2019-03-12
9048,7.4,33.0,6.1,977.4,972.3,2019-03-13
9053,6.9,42.333333333333336,3.9,977.6,975.0,2019-03-14
9056,8.4,2.0,3.6,976.8,972.4,2019-03-15
9062,10.6,17.0,0.8,972.9,962.5,2019-03-16
9066,7.7,36.0,5.0,972.3,961.6,2019-03-17
9069,7.0,36.0,5.6,974.3,971.0,2019-03-18
9072,6.8,36.0,6.4,976.4,971.5,2019-03-19
9078,7.0,4.0,5.8,976.7,973.9,2019-03-20
9082,7.2,99.0,2.5,975.9,972.2,2019-03-21
9084,8.6,22.0,1.4,975.8,972.4,2019-03-22
9089,11.6,99.0,1.4,974.8,969.8,2019-03-23
9094,11.6,4.0,4.2,972.5,969.3,2019-03-24
9096,10.0,35.0,7.5,972.7,969.7,2019-03-25
9101,8.8,3.0,9.7,972.0,969.2,2019-03-26
9104,9.6,1.0,5.3,974.8,970.4,2019-03-27
9108,9.3,32.0,5.6,975.2,971.2,2019-03-28
9113,9.7,18.0,3.1,973.0,968.0,2019-03-29
9118,10.8,99.0,3.1,970.1,964.2,2019-03-30
9122,9.8,21.0,2.5,966.0,960.7,2019-03-31
9125,11.4,99.0,2.5,963.0,960.7,2019-04-01
9131,11.2,36.0,3.3,963.0,959.4,2019-04-02
9135,5.6,34.0,4.7,959.5,952.1,2019-04-03
9139,6.8,17.0,3.3,952.1,946.8,2019-04-04
9143,8.4,21.0,5.3,946.8,944.1,2019-04-05
9144,8.2,23.0,1.7,950.3,945.9,2019-04-06
9148,8.6,36.0,2.5,958.5,950.3,2019-04-07
9152,8.6,19.0,2.2,959.5,957.4,2019-04-08
9159,8.6,31.0,2.2,959.4,955.2,2019-04-09
9163,9.6,35.0,4.7,965.1,958.5,2019-04-10
9164,8.6,34.0,4.7,967.6,964.6,2019-04-11
9169,9.8,36.0,6.9,967.4,964.8,2019-04-12
9175,10.6,4.0,2.2,966.4,962.8,2019-04-13
9179,13.2,31.0,2.8,963.9,962.8,2019-04-14
9180,14.8,34.0,4.4,965.1,955.5,2019-04-15
9184,13.3,99.0,1.7,966.9,963.0,2019-04-16
9188,15.1,17.0,2.8,963.9,957.9,2019-04-17
9194,13.8,99.0,1.9,964.5,960.2,2019-04-18
9199,15.2,17.0,1.9,970.5,963.3,2019-04-19
9203,15.6,2.0,1.9,970.2,964.4,2019-04-20
9204,11.6,21.0,1.9,967.0,956.3,2019-04-21
9208,12.5,17.0,3.6,956.3,945.3,2019-04-22
9215,14.0,21.0,2.8,947.5,942.6,2019-04-23
9219,8.8,16.0,9.7,950.7,946.8,2019-04-24
9222,11.5,21.0,3.9,962.3,949.5,2019-04-25
9225,10.2,99.0,3.9,974.2,962.3,2019-04-26
9231,9.9,99.0,4.4,975.5,973.4,2019-04-27
9233,11.8,99.0,6.7,974.8,968.8,2019-04-28
9237,12.4,2.0,4.2,969.4,963.7,2019-04-29
9241,12.8,99.0,4.7,966.0,963.2,2019-04-30
9246,13.0,34.0,3.9,965.6,960.9,2019-05-01
9250,11.6,99.0,6.7,965.8,963.6,2019-05-02
9254,10.1,1.0,5.6,963.8,961.0,2019-05-03
9259,11.0,2.0,5.3,966.3,961.8,2019-05-04
9263,7.4,99.0,6.7,968.1,966.2,2019-05-05
9265,11.0,99.0,1.9,966.9,962.7,2019-05-06
9269,14.4,99.0,1.7,964.7,956.7,2019-05-07
9273,17.0,26.0,6.1,957.8,952.5,2019-05-08
9277,13.0,26.0,3.3,960.4,957.8,2019-05-09
9280,18.2,35.0,2.8,965.9,959.0,2019-05-10
9286,13.0,35.0,6.7,975.7,965.9,2019-05-11
9291,12.7,35.0,6.7,976.5,972.4,2019-05-12
9293,13.6,99.0,6.7,972.4,968.0,2019-05-13
9297,14.2,34.0,4.2,968.8,962.1,2019-05-14
9302,15.0,99.0,4.7,962.4,959.4,2019-05-15
9307,15.8,99.0,3.6,961.0,951.6,2019-05-16
9310,9.8,32.0,3.9,958.6,951.4,2019-05-17
9314,8.3,31.0,3.9,959.3,956.8,2019-05-18
9318,10.6,99.0,5.0,962.5,957.6,2019-05-19
9323,11.4,99.0,3.6,963.7,960.9,2019-05-20
9327,12.2,99.0,4.7,966.0,963.0,2019-05-21
9330,15.4,33.0,2.2,966.5,963.5,2019-05-22
9334,16.6,35.0,3.1,966.7,962.9,2019-05-23
9339,12.8,36.0,5.0,967.7,965.0,2019-05-24
9340,13.8,99.0,5.8,970.4,966.8,2019-05-25
9344,13.1,35.0,5.6,969.8,966.1,2019-05-26
9349,14.0,34.0,5.3,966.1,963.1,2019-05-27
9352,12.6,35.0,5.8,970.1,964.8,2019-05-28
9357,13.2,99.0,7.2,973.9,969.8,2019-05-29
9360,15.6,35.0,3.3,973.7,970.7,2019-05-30
9364,19.0,3.0,1.9,971.7,967.6,2019-05-31
9369,20.4,21.0,1.4,969.1,964.8,2019-06-01
9375,21.1,99.0,1.7,966.1,962.1,2019-06-02
9379,21.8,21.0,0.6,964.9,959.0,2019-06-03
9380,21.6,34.0,4.4,959.3,953.5,2019-06-04
9384,12.8,34.0,5.0,962.9,955.5,2019-06-05
9391,16.0,15.0,6.4,962.6,951.5,2019-06-06
