,tmed,dir,velmedia,presMax,presMin,fecha
1892,11.2,99.0,5.3,959.4,950.8,2014-04-19
1896,9.4,36.0,1.7,952.2,949.9,2014-04-20
1903,10.9,16.0,0.8,955.8,949.6,2014-04-21
1905,12.4,99.0,2.8,965.3,955.8,2014-04-22
1910,12.6,35.0,2.2,968.9,965.1,2014-04-23
1915,11.6,34.0,2.2,967.9,959.4,2014-04-24
1918,11.7,32.0,4.4,967.4,963.2,2014-04-25
1922,11.3,35.0,3.1,964.9,960.8,2014-04-26
1925,11.5,34.0,4.7,965.7,964.0,2014-04-27
1928,12.1,34.0,3.6,965.5,963.1,2014-04-28
1933,14.0,31.0,3.3,965.2,962.9,2014-04-29
1936,15.4,36.0,5.8,965.2,963.0,2014-04-30
1942,13.4,35.0,4.4,967.8,963.8,2014-05-01
1946,11.0,32.0,5.3,970.6,966.1,2014-05-02
1950,11.8,35.0,7.5,969.8,966.9,2014-05-03
1953,12.5,32.0,6.9,967.1,961.2,2014-05-04
1959,14.3,21.0,1.7,963.0,959.5,2014-05-05
1961,16.8,34.0,1.1,965.4,961.3,2014-05-06
1967,16.0,99.0,4.7,968.7,964.8,2014-05-07
1970,16.0,36.0,2.8,970.0,966.1,2014-05-08
1973,14.4,99.0,6.7,970.9,969.0,2014-05-09
1979,16.5,35.0,4.4,969.0,966.2,2014-05-10
1981,12.4,99.0,6.1,969.3,965.7,2014-05-11
1986,11.8,36.0,4.2,968.5,965.2,2014-05-12
1988,11.3,99.0,5.6,977.3,968.0,2014-05-13
1993,11.3,2.0,5.6,977.3,973.6,2014-05-14
1996,14.2,99.0,5.8,974.0,969.1,2014-05-15
2001,12.8,99.0,6.1,969.2,965.1,2014-05-16
2007,13.8,36.0,5.3,965.7,961.5,2014-05-17
2008,15.2,99.0,3.6,963.0,954.3,2014-05-18
2012,17.2,26.0,5.8,954.3,949.0,2014-05-19
2017,16.9,18.0,5.8,956.5,951.5,2014-05-20
2021,16.2,99.0,10.0,955.6,949.3,2014-05-21
2027,12.8,18.0,5.0,959.7,954.7,2014-05-22
2029,11.4,31.0,3.3,964.5,957.0,2014-05-23
2034,13.2,5.0,1.4,964.5,961.6,2014-05-24
2039,12.4,8.0,3.1,967.2,962.1,2014-05-25
2043,12.7,34.0,4.4,969.5,965.4,2014-05-26
2046,14.4,34.0,1.7,969.0,962.8,2014-05-27
2048,12.4,2.0,3.1,966.0,961.3,2014-05-28
2055,14.4,1.0,2.8,966.7,964.5,2014-05-29
2057,13.8,36.0,5.8,970.7,966.5,2014-05-30
2060,14.4,34.0,6.4,971.3,967.9,2014-05-31
2066,15.4,99.0,6.7,970.7,968.4,2014-06-01
2071,13.0,34.0,6.1,969.4,967.2,2014-06-02
2074,16.2,33.0,2.8,970.2,961.0,2014-06-03
2079,11.6,36.0,5.6,965.2,960.4,2014-06-04
2081,16.8,99.0,3.1,963.5,956.7,2014-06-05
2084,22.4,16.0,5.6,959.1,955.4,2014-06-06
2091,23.2,16.0,4.4,964.7,958.6,2014-06-07
2094,22.0,17.0,2.2,965.4,961.4,2014-06-08
2096,23.0,99.0,3.3,965.4,958.9,2014-06-09
2101,19.4,34.0,5.8,969.6,964.8,2014-06-10
2104,22.3,10.0,2.2,971.0,967.8,2014-06-11
2110,23.4,8.0,2.5,970.9,967.8,2014-06-12
2114,22.2,35.0,4.7,969.5,966.6,2014-06-13
2118,18.6,35.0,8.3,968.3,965.5,2014-06-14
2123,18.4,99.0,8.9,966.8,964.9,2014-06-15
2126,17.3,99.0,6.4,966.1,964.1,2014-06-16
2130,16.8,34.0,5.3,965.7,962.9,2014-06-17
2133,18.2,99.0,3.9,966.5,964.1,2014-06-18
2139,19.0,5.0,2.5,966.8,962.9,2014-06-19
2143,23.1,36.0,0.6,964.6,959.1,2014-06-20
2144,25.1,20.0,2.5,963.2,958.9,2014-06-21
2148,22.5,18.0,3.6,967.0,962.5,2014-06-22
2155,21.6,30.0,3.3,967.1,962.3,2014-06-23
2159,19.4,33.0,3.3,965.9,961.0,2014-06-24
2163,19.2,35.0,6.7,964.1,960.9,2014-06-25
2167,17.7,99.0,4.7,966.6,962.8,2014-06-26
2171,20.1,34.0,3.6,966.3,961.3,2014-06-27
2174,21.5,35.0,5.0,965.7,958.7,2014-06-28
2177,16.9,99.0,4.7,969.8,964.7,2014-06-29
2182,18.8,16.0,1.1,969.2,961.2,2014-06-30
2185,21.2,3.0,4.2,963.4,958.1,2014-07-01
2189,18.8,34.0,3.1,969.4,962.1,2014-07-02
2195,19.8,99.0,1.9,968.9,963.5,2014-07-03
2199,19.7,99.0,2.8,965.4,961.6,2014-07-04
2201,22.8,99.0,2.5,964.9,958.8,2014-07-05
2207,19.4,34.0,2.8,965.5,957.9,2014-07-06
2209,15.8,32.0,5.8,968.6,964.0,2014-07-07
2215,16.6,2.0,3.9,969.5,967.3,2014-07-08
2219,15.6,1.0,4.2,970.6,968.7,2014-07-09
2221,15.8,99.0,6.9,970.2,968.7,2014-07-10
2224,16.6,99.0,6.1,969.5,967.7,2014-07-11
2230,17.1,28.0,3.9,968.3,966.8,2014-07-12
2234,19.0,2.0,2.8,967.6,963.8,2014-07-13
2237,20.0,99.0,5.8,968.2,966.1,2014-07-14
2242,21.8,1.0,1.9,968.4,965.2,2014-07-15
2244,25.5,25.0,1.4,968.2,963.6,2014-07-16
2250,27.7,99.0,1.9,966.0,962.0,2014-07-17
2254,25.8,14.0,5.6,964.7,954.7,2014-07-18
2258,22.1,20.0,3.9,961.0,956.9,2014-07-19
2262,18.8,1.0,5.0,969.6,960.9,2014-07-20
2265,18.6,32.0,5.6,971.0,968.8,2014-07-21
2270,20.2,33.0,5.6,969.6,963.9,2014-07-22
2273,21.8,35.0,3.9,963.9,959.6,2014-07-23
2279,21.6,32.0,4.7,962.4,959.9,2014-07-24
2283,23.2,2.0,2.5,963.7,960.2,2014-07-25
2287,22.0,35.0,5.0,966.6,963.3,2014-07-26
2290,21.2,1.0,4.4,967.2,964.8,2014-07-27
2293,20.2,35.0,4.2,965.8,963.8,2014-07-28
2297,18.4,35.0,6.4,967.2,964.1,2014-07-29
2301,18.6,32.0,6.9,966.5,963.8,2014-07-30
2305,20.6,3.0,2.2,964.3,960.5,2014-07-31
2310,22.4,33.0,1.9,962.1,956.5,2014-08-01
2312,21.8,35.0,1.9,960.5,956.1,2014-08-02
2316,22.4,33.0,2.5,963.9,959.5,2014-08-03
2321,20.9,33.0,4.4,967.9,963.6,2014-08-04
2325,20.8,35.0,3.9,968.1,966.1,2014-08-05
2331,21.0,34.0,4.4,967.5,965.0,2014-08-06
2333,22.6,36.0,3.1,966.6,962.6,2014-08-07
2337,26.2,31.0,3.9,963.1,957.0,2014-08-08
2343,24.8,16.0,2.2,962.3,956.8,2014-08-09
2345,25.1,99.0,3.1,964.7,958.6,2014-08-10
2349,20.4,34.0,6.7,967.1,964.5,2014-08-11
2354,20.8,99.0,1.1,966.1,958.3,2014-08-12
2359,16.4,34.0,5.6,967.8,959.3,2014-08-13
2363,16.6,35.0,5.0,968.9,966.6,2014-08-14
2364,17.4,3.0,4.7,971.0,967.8,2014-08-15
2368,16.0,32.0,5.8,972.2,970.1,2014-08-16
2375,18.9,34.0,2.2,970.1,962.2,2014-08-17
2377,21.0,34.0,2.8,963.5,957.9,2014-08-18
2382,19.4,99.0,4.7,965.6,962.5,2014-08-19
2384,17.9,34.0,5.0,967.4,964.2,2014-08-20
2388,18.4,30.0,2.5,967.0,962.7,2014-08-21
2395,13.8,35.0,4.2,967.8,963.5,2014-08-22
2399,15.3,99.0,3.6,969.7,966.9,2014-08-23
2402,19.8,99.0,2.2,969.3,964.2,2014-08-24
2404,23.5,20.0,2.8,966.3,959.6,2014-08-25
2411,23.9,34.0,3.1,964.4,959.6,2014-08-26
2414,25.0,99.0,2.2,965.3,962.1,2014-08-27
2416,24.8,34.0,3.1,966.7,962.2,2014-08-28
2420,21.0,99.0,6.9,968.5,966.1,2014-08-29
2426,20.2,99.0,4.2,968.1,965.9,2014-08-30
2428,20.5,33.0,4.7,967.9,965.5,2014-08-31
2433,22.2,31.0,6.1,967.2,963.7,2014-09-01
2436,22.2,99.0,3.9,965.0,961.4,2014-09-02
2440,23.2,34.0,1.9,962.5,957.6,2014-09-03
2447,22.0,99.0,2.5,964.4,960.5,2014-09-04
2450,20.8,32.0,2.5,964.4,961.0,2014-09-05
2453,23.8,99.0,1.4,962.4,957.6,2014-09-06
2456,25.2,30.0,2.5,962.6,955.7,2014-09-07
2460,22.6,34.0,0.0,965.6,961.9,2014-09-08
2467,23.0,5.0,2.5,966.2,962.5,2014-09-09
2469,23.7,99.0,1.7,964.0,958.5,2014-09-10
2472,23.0,33.0,3.9,963.4,959.6,2014-09-11
2478,21.4,99.0,3.3,965.5,962.8,2014-09-12
2480,20.8,99.0,2.8,966.0,962.6,2014-09-13
2487,21.7,27.0,1.9,964.4,958.9,2014-09-14
2488,20.8,30.0,0.8,963.1,959.8,2014-09-15
2495,21.8,12.0,6.1,960.5,952.3,2014-09-16
2496,23.6,16.0,6.7,955.9,952.9,2014-09-17
2500,22.8,18.0,4.7,957.5,954.7,2014-09-18
2506,22.2,99.0,4.7,962.4,957.2,2014-09-19
2509,20.9,23.0,3.1,968.0,962.3,2014-09-20
2514,20.4,4.0,1.9,967.9,964.9,2014-09-21
2519,17.4,32.0,1.4,966.0,962.5,2014-09-22
2521,15.2,99.0,3.9,964.6,961.5,2014-09-23
2527,13.0,35.0,3.9,968.9,964.5,2014-09-24
2531,14.8,4.0,4.2,970.3,967.8,2014-09-25
2535,16.0,99.0,1.4,971.9,969.2,2014-09-26
2536,16.8,16.0,2.8,971.5,968.1,2014-09-27
2543,18.4,99.0,1.1,970.2,968.4,2014-09-28
2547,17.2,99.0,0.3,971.9,969.0,2014-09-29
2551,17.5,99.0,3.6,973.9,971.5,2014-09-30
2553,18.2,34.0,2.5,974.7,971.8,2014-10-01
2559,18.4,35.0,0.6,973.8,970.2,2014-10-02
2563,18.6,99.0,0.6,971.5,966.8,2014-10-03
2567,17.4,1.0,2.2,968.3,964.5,2014-10-04
2569,14.0,99.0,3.3,968.2,962.1,2014-10-05
2572,15.7,21.0,2.5,962.4,957.3,2014-10-06
2576,17.711111111111112,99.0,1.7,967.7172413793103,963.7379310344828,2014-10-07
2582,17.711111111111112,99.0,5.0,967.7172413793103,963.7379310344828,2014-10-08
2586,18.8,31.0,3.1,961.6,956.2,2014-10-09
2589,18.8,99.0,0.0,962.6,959.8,2014-10-10
2592,18.4,11.0,3.3,962.3,953.6,2014-10-11
2599,17.9,14.0,6.9,956.3,951.1,2014-10-12
2600,18.6,14.0,0.8,957.8,955.9,2014-10-13
2604,15.8,99.0,2.2,959.5,954.7,2014-10-14
2608,17.711111111111112,13.0,2.5,960.3,958.0,2014-10-15
2615,21.2,99.0,5.3,962.3,958.0,2014-10-16
2619,20.4,19.0,5.0,965.4,962.2,2014-10-17
2620,21.2,16.0,4.7,968.2,965.2,2014-10-18
2625,22.0,18.0,0.8,971.0,968.1,2014-10-19
2630,20.0,31.0,0.6,971.3,967.8,2014-10-20
2632,19.1,99.0,4.4,975.9,970.1,2014-10-21
2636,12.2,2.0,6.7,977.3,974.5,2014-10-22
2643,13.8,99.0,2.8,974.5,968.9,2014-10-23
2644,17.5,99.0,1.1,969.1,965.6,2014-10-24
2650,19.0,99.0,1.1,970.5,967.4,2014-10-25
2654,18.4,99.0,0.0,971.0,967.8,2014-10-26
2659,15.0,23.0,0.3,970.0,966.2,2014-10-27
2660,16.7,56.666666666666664,1.1,966.2,963.1,2014-10-28
2664,17.711111111111112,99.0,1.4,968.1,964.1,2014-10-29
2668,16.6,99.0,0.0,971.2,968.0,2014-10-30
2675,14.5,31.0,0.8,972.5,969.4,2014-10-31
2676,14.4,99.0,1.1,972.0,969.5,2014-11-01
2681,13.4,16.0,1.7,969.7,963.1,2014-11-02
2684,13.7,18.0,5.0,963.1,945.2,2014-11-03
2689,9.6,31.0,3.3,952.1,945.4,2014-11-04
2694,8.0,32.0,3.9,961.8,951.7,2014-11-05
2698,9.4,17.0,0.6,962.9,959.5,2014-11-06
2702,10.2,2.0,1.1,963.9,958.0,2014-11-07
2707,9.6,20.0,0.8,963.7,954.7,2014-11-08
2710,9.9,99.0,1.9,960.8,954.0,2014-11-09
2712,8.4,13.0,2.5,961.4,954.3,2014-11-10
2717,10.2,12.0,5.8,954.3,947.8,2014-11-11
2721,11.6,99.0,1.9,959.7,950.7,2014-11-12
2727,12.4,14.0,4.7,959.2,952.5,2014-11-13
2728,11.7,14.0,1.7,953.3,951.1,2014-11-14
2732,11.3,27.0,2.8,955.9,953.0,2014-11-15
2736,10.2,23.0,4.4,957.5,954.0,2014-11-16
2740,9.8,29.0,1.9,959.1,954.3,2014-11-17
2744,8.7,20.0,1.1,960.4,958.3,2014-11-18
2748,11.2,19.0,0.0,966.2,960.2,2014-11-19
2753,11.6,35.0,1.4,967.8,965.6,2014-11-20
2756,12.9,99.0,0.6,967.4,964.1,2014-11-21
2760,13.8,19.0,0.3,965.4,962.0,2014-11-22
2767,15.5,99.0,5.3,964.8,959.9,2014-11-23
2768,15.8,12.0,1.4,966.7,964.0,2014-11-24
2775,13.7,27.0,0.8,965.7,962.6,2014-11-25
2777,12.0,26.0,1.1,962.7,955.9,2014-11-26
2781,11.1,14.0,7.2,955.9,939.9,2014-11-27
2787,14.0,12.0,8.1,943.8,936.1,2014-11-28
2790,12.4,13.0,0.8,948.7,943.8,2014-11-29
2792,13.0,99.0,5.6,952.4,948.3,2014-11-30
2798,8.8,35.0,6.4,956.7,952.1,2014-12-01
2801,7.8,35.0,6.4,961.3,956.5,2014-12-02
2804,7.0,33.0,5.3,961.1,958.5,2014-12-03
2810,5.5,31.0,1.7,963.0,958.5,2014-12-04
2814,5.4,99.0,2.5,970.3,963.0,2014-12-05
2819,3.6,31.0,5.3,973.3,969.9,2014-12-06
2820,5.5,99.0,3.9,975.4,973.0,2014-12-07
2825,8.6,32.0,3.9,975.0,971.7,2014-12-08
2831,4.6,34.0,6.4,979.5,974.2,2014-12-09
2833,5.7,29.0,0.6,979.4,975.6,2014-12-10
2839,7.0,99.0,3.6,977.6,971.1,2014-12-11
2843,6.0,13.0,0.3,971.2,959.7,2014-12-12
2844,10.0,18.0,3.1,961.7,958.8,2014-12-13
2848,8.4,99.0,0.6,965.2,960.9,2014-12-14
2855,8.2,99.0,5.0,968.1,964.8,2014-12-15
2858,8.6,33.0,4.4,969.0,962.6,2014-12-16
2863,9.9,33.0,3.9,974.5,969.0,2014-12-17
2866,10.5,34.0,4.2,976.8,973.9,2014-12-18
2869,10.0,99.0,4.4,979.8,975.6,2014-12-19
2873,10.8,99.0,3.1,980.7,978.7,2014-12-20
2877,7.2,35.0,4.2,980.9,977.9,2014-12-21
2882,5.2,99.0,1.7,980.2,976.4,2014-12-22
2885,1.6,99.0,0.3,977.8,974.8,2014-12-23
2890,2.5,99.0,0.3,977.7,975.3,2014-12-24
2895,5.6,2.0,3.3,980.5,977.2,2014-12-25
2896,8.2,99.0,2.5,980.4,974.3,2014-12-26
2901,9.0,27.0,5.3,974.4,959.4,2014-12-27
2905,3.8,32.0,3.3,974.4,958.8,2014-12-28
2910,0.6,34.0,6.1,983.9,974.3,2014-12-29
2912,2.0,32.0,6.9,983.4,979.5,2014-12-30
2918,4.5,35.0,3.6,980.0,976.5,2014-12-31
2922,5.4,99.0,1.9,982.5,979.6,2015-01-01
2926,6.8,31.0,2.5,984.6,981.8,2015-01-02
2929,6.8,35.0,0.8,984.1,981.5,2015-01-03
2934,9.3,35.0,3.6,983.1,978.2,2015-01-04
2938,5.2,99.0,0.6,978.2,973.3,2015-01-05
2940,4.2,99.0,2.8,975.0,972.3,2015-01-06
2947,7.1,32.0,1.1,980.2,974.6,2015-01-07
2948,2.5,31.0,0.8,988.4,980.2,2015-01-08
2952,8.4,99.0,0.6,989.9,986.0,2015-01-09
2956,7.3,99.0,2.5,986.0,977.0,2015-01-10
2960,5.4,35.0,4.4,982.4,977.0,2015-01-11
2964,5.0,32.0,0.0,980.6,973.3,2015-01-12
2969,5.8,14.0,1.4,973.4,968.3,2015-01-13
2974,7.6,19.0,1.9,973.1,967.8,2015-01-14
2977,8.8,18.0,7.5,967.9,954.1,2015-01-15
2983,6.2,31.0,2.5,966.2,953.7,2015-01-16
2984,5.5,31.0,0.8,969.4,964.7,2015-01-17
2990,2.0,12.0,4.7,964.7,955.3,2015-01-18
2992,3.2,34.0,3.3,960.6,956.4,2015-01-19
2998,1.9,99.0,0.3,959.8,955.8,2015-01-20
3000,3.2,99.0,2.2,957.3,952.8,2015-01-21
3004,3.4,35.0,3.1,967.2,954.5,2015-01-22
3009,4.8,35.0,5.8,974.0,967.2,2015-01-23
3013,5.6,35.0,5.6,976.8,973.2,2015-01-24
3016,4.4,35.0,9.2,978.1,975.6,2015-01-25
3020,5.2,99.0,5.8,977.7,976.5,2015-01-26
3025,6.6,36.0,4.7,977.6,974.4,2015-01-27
3029,6.9,99.0,1.9,975.1,965.9,2015-01-28
3034,7.1,30.0,1.1,966.2,945.1,2015-01-29
3036,6.7,32.0,3.1,946.6,937.6,2015-01-30
3042,3.8,30.0,1.7,951.4,937.1,2015-01-31
3046,4.0,49.925925925925924,4.4,959.8,951.0,2015-02-01
3049,4.2,11.0,1.1,959.3,945.9,2015-02-02
3052,4.2,31.0,2.5,951.4,944.2,2015-02-03
3057,0.6,99.0,9.2,959.2,947.5,2015-02-04
3060,0.3,99.0,9.4,962.2,959.0,2015-02-05
3066,-1.0,35.0,7.2,961.9,957.8,2015-02-06
3071,1.4,36.0,2.8,971.9,961.8,2015-02-07
3073,1.4,2.0,6.9,974.0,971.4,2015-02-08
3076,4.0,34.0,2.2,974.5,970.8,2015-02-09
3080,3.5,99.0,0.8,973.1,968.4,2015-02-10
3084,3.9,18.0,1.9,969.9,967.2,2015-02-11
3088,6.6,11.0,0.3,968.2,966.0,2015-02-12
3093,7.4,99.0,2.5,968.2,963.2,2015-02-13
3098,5.9,26.0,1.1,963.2,956.8,2015-02-14
3100,8.2,33.0,1.7,964.8,952.7,2015-02-15
3104,6.7,99.0,2.8,968.9,964.8,2015-02-16
3109,5.8,1.0,6.9,982.3,968.8,2015-02-17
3114,4.6,35.0,5.6,982.2,979.0,2015-02-18
3118,6.0,21.0,0.6,980.2,973.3,2015-02-19
3122,5.8,99.0,2.8,973.3,957.4,2015-02-20
3126,4.6,99.0,3.3,958.4,954.3,2015-02-21
3131,5.7,32.0,5.0,962.4,957.9,2015-02-22
3133,9.7,36.0,2.5,963.2,957.9,2015-02-23
3137,3.6,99.0,3.3,973.3,963.1,2015-02-24
3143,7.1,31.0,5.0,972.9,970.2,2015-02-25
3147,10.0,31.0,2.8,971.5,966.3,2015-02-26
3149,6.2,33.0,6.7,972.8,966.8,2015-02-27
3154,7.4,99.0,1.4,971.1,967.5,2015-02-28
3158,12.2,7.0,0.8,969.6,966.6,2015-03-01
3162,12.8,34.0,3.1,972.6,966.9,2015-03-02
3166,14.9,34.0,2.8,973.7,969.2,2015-03-03
3170,5.9,35.0,8.3,982.7,973.4,2015-03-04
3175,6.2,3.0,6.4,982.5,979.7,2015-03-05
3176,12.4,33.0,1.4,979.7,974.5,2015-03-06
3180,12.4,34.0,1.7,977.6,972.2,2015-03-07
3184,11.9,99.0,4.4,973.1,971.0,2015-03-08
3189,11.8,31.0,2.5,973.4,969.8,2015-03-09
3194,13.0,33.0,2.5,973.5,969.9,2015-03-10
3197,13.2,34.0,4.4,973.3,970.5,2015-03-11
3201,12.8,35.0,2.2,971.5,965.3,2015-03-12
3206,7.5,32.0,6.7,972.8,970.1,2015-03-13
3211,3.4,99.0,1.7,971.5,968.4,2015-03-14
3214,6.4,99.0,3.9,968.4,963.6,2015-03-15
3219,8.4,99.0,2.5,965.6,964.0,2015-03-16
3222,8.9,99.0,2.5,967.3,964.0,2015-03-17
3227,9.4,99.0,0.3,968.3,965.8,2015-03-18
3229,11.7,99.0,2.5,967.8,964.4,2015-03-19
3232,7.3,34.0,5.3,966.2,962.5,2015-03-20
3239,6.8,99.0,4.7,962.5,958.4,2015-03-21
3242,6.4,99.0,4.7,960.9,958.0,2015-03-22
3245,4.5,99.0,0.3,960.8,954.2,2015-03-23
3249,6.3,99.0,5.0,958.9,954.4,2015-03-24
3253,5.1,1.0,9.2,962.1,956.5,2015-03-25
3259,9.82,99.0,3.6,969.3,961.7,2015-03-26
3261,11.0,99.0,6.4,976.3,969.3,2015-03-27
3265,13.6,36.0,6.4,976.4,974.0,2015-03-28
3269,14.6,35.0,3.9,974.8,971.4,2015-03-29
3275,11.8,99.0,4.2,976.2,971.3,2015-03-30
3279,12.0,35.0,6.9,977.9,974.0,2015-03-31
3281,9.6,35.0,7.2,979.7,976.9,2015-04-01
3284,10.6,99.0,4.2,976.9,971.5,2015-04-02
3291,12.5,35.0,4.2,972.0,965.6,2015-04-03
3295,10.4,99.0,6.4,966.7,963.3,2015-04-04
3298,10.2,4.0,6.7,963.7,960.2,2015-04-05
3301,11.6,1.0,2.5,970.4,963.3,2015-04-06
3306,12.0,20.0,1.7,975.8,970.1,2015-04-07
3310,13.5,17.0,4.4,976.0,970.7,2015-04-08
3313,13.4,16.0,3.9,972.3,969.3,2015-04-09
3317,15.0,16.0,3.1,971.3,967.3,2015-04-10
3320,13.4,99.0,3.9,975.0,970.0,2015-04-11
3324,15.0,21.0,1.4,975.6,972.4,2015-04-12
3331,16.4,99.0,1.9,977.1,973.1,2015-04-13
3333,17.0,16.0,3.3,974.8,967.2,2015-04-14
3338,15.0,99.0,3.6,967.3,962.4,2015-04-15
3342,14.2,26.0,2.2,964.4,960.9,2015-04-16
3345,13.5,99.0,3.1,965.7,963.6,2015-04-17
3348,16.0,20.0,3.6,963.8,958.3,2015-04-18
3354,12.2,34.0,4.2,967.4,961.4,2015-04-19
3357,13.4,9.0,2.5,970.0,967.1,2015-04-20
3361,15.1,21.0,3.1,971.2,967.7,2015-04-21
3367,17.2,12.0,3.9,969.1,965.5,2015-04-22
3371,14.6,30.0,2.2,967.9,963.9,2015-04-23
3375,15.6,25.0,2.8,965.0,959.6,2015-04-24
3379,17.6,23.0,1.9,961.7,957.6,2015-04-25
3380,14.6,27.0,2.5,957.6,952.4,2015-04-26
3387,12.4,32.0,5.6,966.3,954.7,2015-04-27
3390,11.2,35.0,4.4,969.2,966.0,2015-04-28
3393,13.2,36.0,2.5,968.7,964.8,2015-04-29
3397,14.5,20.0,2.8,968.4,963.0,2015-04-30
3403,15.699999999999998,22.0,2.5,963.8,960.8,2015-05-01
3407,15.699999999999998,99.0,1.4,963.7,957.4,2015-05-02
3410,15.699999999999998,12.0,1.7,960.1,956.7,2015-05-03
3414,15.699999999999998,17.0,7.2,958.7,949.1,2015-05-04
3416,15.699999999999998,99.0,4.2,963.8,951.5,2015-05-05
3422,15.699999999999998,34.0,2.5,968.5,963.8,2015-05-06
3427,15.699999999999998,16.0,2.5,968.2,959.9,2015-05-07
3428,15.699999999999998,99.0,3.9,971.7,959.6,2015-05-08
3435,15.699999999999998,34.0,4.2,973.4,971.2,2015-05-09
3438,15.699999999999998,20.0,1.4,973.0,967.0,2015-05-10
3440,15.699999999999998,18.0,0.8,970.2,966.0,2015-05-11
3445,15.699999999999998,19.0,0.8,970.4,967.3,2015-05-12
3448,15.699999999999998,31.0,1.4,970.1,964.6,2015-05-13
3453,15.699999999999998,36.0,5.0,968.1,963.1,2015-05-14
3456,15.699999999999998,34.0,5.6,975.2,967.1,2015-05-15
3462,15.699999999999998,36.0,6.4,977.6,974.8,2015-05-16
3465,15.699999999999998,31.0,7.5,976.1,967.8,2015-05-17
3468,15.699999999999998,33.0,3.3,967.8,959.7,2015-05-18
3475,15.699999999999998,99.0,7.5,967.9,962.0,2015-05-19
3477,15.699999999999998,32.0,4.7,973.2,967.1,2015-05-20
3483,15.699999999999998,34.0,6.7,976.4,973.2,2015-05-21
3485,15.699999999999998,35.0,8.6,975.7,970.8,2015-05-22
3488,15.699999999999998,1.0,7.8,971.6,967.2,2015-05-23
3495,15.699999999999998,34.0,6.1,968.2,965.8,2015-05-24
3497,15.699999999999998,34.0,6.7,969.5,967.8,2015-05-25
3501,15.699999999999998,34.0,6.9,971.2,968.7,2015-05-26
3504,15.699999999999998,3.0,6.7,970.7,966.9,2015-05-27
3508,15.699999999999998,99.0,3.3,968.4,963.6,2015-05-28
3513,14.6,99.0,5.0,966.4,963.0,2015-05-29
3516,14.2,99.0,4.2,967.1,964.6,2015-05-30
3521,18.3,99.0,2.8,967.8,964.0,2015-05-31
3526,21.6,36.0,3.3,967.3,962.9,2015-06-01
3529,22.0,32.0,3.1,968.9,965.1,2015-06-02
3534,23.6,99.0,1.7,970.7,967.1,2015-06-03
3537,23.4,17.0,2.8,969.8,965.1,2015-06-04
3541,23.2,34.0,3.9,970.7,965.0,2015-06-05
3546,21.2,99.0,5.0,972.2,969.2,2015-06-06
3548,22.7,31.0,2.2,972.0,967.1,2015-06-07
3553,22.0,34.0,5.0,969.4,964.6,2015-06-08
3558,18.6,32.0,6.7,967.3,962.9,2015-06-09
3562,14.8,99.0,1.4,964.3,960.9,2015-06-10
3565,16.4,99.0,2.8,962.7,957.5,2015-06-11
3569,17.8,35.0,1.9,960.3,956.8,2015-06-12
3574,18.6,99.0,0.6,960.7,957.1,2015-06-13
3578,17.0,4.0,2.5,963.6,959.4,2015-06-14
3583,15.8,32.0,6.4,969.6,963.0,2015-06-15
3584,15.3,33.0,6.4,973.5,969.0,2015-06-16
3589,16.4,36.0,7.5,973.3,970.6,2015-06-17
3595,17.0,34.0,8.6,972.8,969.1,2015-06-18
3596,17.2,34.0,5.8,970.4,968.8,2015-06-19
3603,18.8,99.0,6.9,970.1,967.6,2015-06-20
3604,19.6,35.0,3.6,968.9,965.1,2015-06-21
3611,22.8,32.0,2.5,965.8,959.8,2015-06-22
3612,19.2,99.0,6.7,966.6,962.5,2015-06-23
3617,18.6,33.0,3.9,969.1,965.7,2015-06-24
3622,21.0,99.0,2.2,970.3,967.5,2015-06-25
3624,24.0,33.0,3.9,970.5,966.5,2015-06-26
3629,23.1,32.0,4.4,970.5,967.1,2015-06-27
3634,23.0,33.0,5.3,970.3,967.0,2015-06-28
3638,25.8,34.0,1.9,969.9,964.1,2015-06-29
3640,28.2,18.0,2.5,965.2,959.7,2015-06-30
3647,28.4,10.0,5.6,963.4,959.1,2015-07-01
3648,24.8,34.0,4.7,969.7,962.3,2015-07-02
3652,26.0,16.0,5.8,968.9,963.8,2015-07-03
3659,27.6,35.0,5.0,970.0,964.9,2015-07-04
3661,24.2,99.0,4.2,969.5,965.9,2015-07-05
3666,26.6,16.0,1.7,969.1,962.2,2015-07-06
3670,25.5,35.0,5.8,968.5,964.2,2015-07-07
3674,18.0,2.0,7.2,970.1,967.4,2015-07-08
3678,19.6,32.0,7.8,969.7,965.8,2015-07-09
3681,24.2,99.0,4.4,970.1,961.6,2015-07-10
3685,21.0,99.0,8.1,971.5,969.0,2015-07-11
3691,20.9,99.0,6.4,971.0,968.4,2015-07-12
3694,21.9,34.0,6.4,970.0,968.0,2015-07-13
3697,23.4,99.0,5.6,969.7,966.1,2015-07-14
3701,24.9,99.0,2.8,967.7,961.6,2015-07-15
3707,27.5,18.0,2.8,965.9,960.8,2015-07-16
3711,26.4,34.0,1.1,966.6,963.2,2015-07-17
3714,26.8,26.0,3.6,967.1,961.1,2015-07-18
3718,24.5,33.0,2.5,965.7,963.6,2015-07-19
3722,26.0,99.0,3.1,965.4,962.4,2015-07-20
3727,25.4,32.0,5.3,967.8,961.8,2015-07-21
3728,22.5,36.0,4.7,969.2,965.5,2015-07-22
