,tmed,velmedia,presmed,fecha
5623,7.0,2.5,957.2,2016-11-06
5624,5.7,3.1,960.55,2016-11-07
5629,4.9,1.4,964.35,2016-11-08
5634,8.3,3.6,965.0,2016-11-09
5638,10.4,0.8,970.05,2016-11-10
5641,9.8,3.3,970.85,2016-11-11
5645,9.6,0.3,969.15,2016-11-12
5648,11.2,3.9,971.75,2016-11-13
5653,8.9,7.8,975.55,2016-11-14
5656,8.5,6.7,976.45,2016-11-15
5662,9.4,2.8,972.7,2016-11-16
5666,10.6,1.1,966.7,2016-11-17
5671,9.2,0.6,961.75,2016-11-18
5673,8.6,3.6,960.7,2016-11-19
5677,11.0,4.4,952.55,2016-11-20
5681,12.2,6.7,948.6,2016-11-21
5685,7.7,1.7,954.0,2016-11-22
5690,4.4,3.6,952.65,2016-11-23
5695,5.4,2.2,954.9,2016-11-24
5699,3.8,0.3,959.15,2016-11-25
5700,5.2,2.8,958.45,2016-11-26
5707,9.2,0.8,958.85,2016-11-27
5711,6.2,3.9,961.5999999999999,2016-11-28
5714,8.9,0.8,968.95,2016-11-29
5717,9.2,4.2,975.8499999999999,2016-11-30
5720,7.2,0.8,973.3,2016-12-01
5725,2.6,0.3,966.75,2016-12-02
5730,4.2,0.8,961.65,2016-12-03
5733,8.1,2.2,962.85,2016-12-04
5736,9.4,1.4,968.65,2016-12-05
5742,6.9,0.3,974.0,2016-12-06
5747,5.8,0.6,977.55,2016-12-07
5749,5.6,0.6,980.55,2016-12-08
5752,4.8,1.1,979.25,2016-12-09
5758,4.5,0.3,976.25,2016-12-10
5761,8.1,2.5,972.9000000000001,2016-12-11
5766,8.8,5.3,970.15,2016-12-12
5770,4.4,0.8,971.0,2016-12-13
5775,5.2,1.1,968.5,2016-12-14
5777,5.0,2.5,967.85,2016-12-15
5782,6.4,1.1,970.0999999999999,2016-12-16
5787,5.4,0.3,978.8,2016-12-17
5791,2.0,0.0,976.45,2016-12-18
5793,4.4,4.4,968.0,2016-12-19
5799,5.8,4.2,967.8499999999999,2016-12-20
5800,5.8,2.5,974.45,2016-12-21
5804,6.0,0.3,979.5999999999999,2016-12-22
5810,10.4,1.1,982.45,2016-12-23
5815,10.0,2.5,983.55,2016-12-24
5819,7.8,2.8,980.8,2016-12-25
5823,5.1,4.2,979.3,2016-12-26
5824,4.9,0.8,980.65,2016-12-27
5831,1.3,0.0,983.45,2016-12-28
5833,1.9,0.3,980.5,2016-12-29
5839,0.5,1.1,981.6,2016-12-30
5842,0.6,0.3,979.0,2016-12-31
5847,0.6,1.4,972.9,2017-01-01
5851,0.2,1.4,969.75,2017-01-02
5852,2.4,0.0,971.25,2017-01-03
5859,3.0,3.3,972.55,2017-01-04
5861,1.7,5.3,974.6,2017-01-05
5865,2.9,4.2,975.3,2017-01-06
5870,3.8,3.9,976.0,2017-01-07
5874,3.8,4.7,976.35,2017-01-08
5879,6.7,5.0,972.45,2017-01-09
5882,6.4,3.3,966.5,2017-01-10
5884,9.4,4.7,969.75,2017-01-11
5889,9.3,0.6,968.75,2017-01-12
5893,3.8,5.6,968.6500000000001,2017-01-13
5898,2.3,3.6,972.2,2017-01-14
5900,3.4,2.8,973.1,2017-01-15
5904,7.4,7.5,969.3,2017-01-16
5910,1.1,7.5,969.4000000000001,2017-01-17
5915,-3.3,3.363333333333333,970.0,2017-01-18
5919,0.2,1.1,969.95,2017-01-19
5920,-1.2,0.0,969.05,2017-01-20
5925,2.1,1.4,966.9,2017-01-21
5928,2.6,6.7,965.9,2017-01-22
5933,4.8,6.4,968.5,2017-01-23
5937,5.0,4.7,970.75,2017-01-24
5943,0.6,3.9,967.8,2017-01-25
5944,0.0,1.7,962.0,2017-01-26
5951,7.2,6.1,957.95,2017-01-27
5954,6.4,1.1,966.0,2017-01-28
5959,4.9,0.8,969.25,2017-01-29
5960,10.2,0.8,966.6500000000001,2017-01-30
5967,11.0,1.4,963.05,2017-01-31
5970,10.8,3.9,961.8,2017-02-01
5973,9.2,6.7,957.3,2017-02-02
5979,8.9,6.4,956.6,2017-02-03
5981,11.6,4.7,955.6500000000001,2017-02-04
5986,7.0,5.6,961.0,2017-02-05
5990,7.0,1.4,969.85,2017-02-06
5993,6.8,1.9,968.95,2017-02-07
5998,4.5,4.7,969.05,2017-02-08
6003,5.2,0.8,966.3,2017-02-09
6004,6.1,1.9,960.95,2017-02-10
6010,3.9,0.3,960.2,2017-02-11
6013,8.9,9.7,953.85,2017-02-12
6016,8.5,7.5,957.1500000000001,2017-02-13
6023,7.6,1.4,968.85,2017-02-14
6027,9.4,1.1,976.9,2017-02-15
6031,8.8,0.8,977.75,2017-02-16
6035,8.2,0.3,974.1500000000001,2017-02-17
6038,8.0,1.9,968.6500000000001,2017-02-18
6043,8.0,4.2,972.1,2017-02-19
6045,9.5,5.6,973.25,2017-02-20
6049,8.7,1.9,971.7,2017-02-21
6052,8.6,0.3,968.7,2017-02-22
6059,8.4,1.4,963.8,2017-02-23
6063,6.7,7.5,965.7,2017-02-24
6067,10.2,2.2,966.05,2017-02-25
6068,8.4,0.6,966.35,2017-02-26
6072,8.5,3.425925925925926,960.45,2017-02-27
6079,7.9,7.8,960.25,2017-02-28
6083,7.8,2.8,965.4,2017-03-01
6087,10.2,1.9,963.6500000000001,2017-03-02
6088,10.8,8.1,952.7,2017-03-03
6093,6.3,3.6,953.15,2017-03-04
6099,6.6,0.8,962.0,2017-03-05
6103,12.8,3.9,968.75,2017-03-06
6107,9.1,1.4,972.7,2017-03-07
6108,13.2,1.7,974.15,2017-03-08
6114,13.0,0.3,972.75,2017-03-09
6119,14.6,0.6,969.25,2017-03-10
6123,13.5,2.5,964.8,2017-03-11
6127,10.0,5.3,966.4000000000001,2017-03-12
6129,9.2,6.4,972.3499999999999,2017-03-13
6133,12.1,6.4,977.05,2017-03-14
6136,11.8,0.8,973.7,2017-03-15
6143,12.2,2.8,969.6500000000001,2017-03-16
6147,12.2,1.7,969.7,2017-03-17
6151,11.2,5.0,969.95,2017-03-18
6155,11.7,5.0,966.3,2017-03-19
6157,14.2,3.6,963.05,2017-03-20
6161,8.8,3.9,963.75,2017-03-21
6166,7.9,3.9,958.35,2017-03-22
6168,5.4,3.1,957.65,2017-03-23
6175,7.2,2.2,961.5999999999999,2017-03-24
6176,4.8,1.7,959.55,2017-03-25
6180,10.8,5.3,962.4,2017-03-26
6184,10.2,6.9,965.8499999999999,2017-03-27
6188,12.0,1.9,972.5,2017-03-28
6194,12.2,0.8,972.5,2017-03-29
6198,13.7,3.6,969.2,2017-03-30
6203,13.7,0.8,965.0,2017-03-31
6204,9.8,3.1,966.8499999999999,2017-04-01
6209,8.5,5.3,969.65,2017-04-02
6214,11.1,3.1,970.25,2017-04-03
6218,11.5,6.7,972.25,2017-04-04
6220,10.6,6.1,971.0999999999999,2017-04-05
6226,11.6,5.6,969.55,2017-04-06
6230,11.8,0.3,967.0999999999999,2017-04-07
6232,13.6,1.4,967.05,2017-04-08
6238,14.4,0.8,970.0999999999999,2017-04-09
6242,15.4,2.5,970.85,2017-04-10
6244,13.3,6.4,970.7,2017-04-11
6248,13.8,2.2,967.0,2017-04-12
6255,15.0,2.5,965.0,2017-04-13
6258,11.9,5.0,966.9000000000001,2017-04-14
6263,12.3,5.3,970.25,2017-04-15
6267,12.6,5.6,970.35,2017-04-16
6271,12.9,4.7,966.45,2017-04-17
6273,13.1,7.8,966.9000000000001,2017-04-18
6277,10.1,7.5,968.95,2017-04-19
6283,9.9,2.5,971.0,2017-04-20
6284,10.5,2.5,972.7,2017-04-21
6289,12.6,0.8,969.45,2017-04-22
6295,14.4,2.2,965.0,2017-04-23
6298,16.0,1.9,961.4000000000001,2017-04-24
6302,14.7,2.2,956.2,2017-04-25
6306,8.0,7.2,959.7,2017-04-26
6309,7.2,6.1,964.5999999999999,2017-04-27
6315,7.3,3.9,964.8499999999999,2017-04-28
6317,7.5,3.9,959.45,2017-04-29
6321,8.7,6.7,957.6500000000001,2017-04-30
6325,7.6,0.8,965.6500000000001,2017-05-01
6328,12.8,3.6,967.25,2017-05-02
6334,15.0,1.1,963.5,2017-05-03
6338,15.6,0.8,959.15,2017-05-04
6341,18.4,4.2,956.0999999999999,2017-05-05
6345,14.6,2.8,963.9000000000001,2017-05-06
6349,13.2,3.6,968.95,2017-05-07
6355,13.0,3.6,966.1500000000001,2017-05-08
6357,14.3,0.3,957.7,2017-05-09
6362,17.8,1.7,949.75,2017-05-10
6365,15.6,6.7,947.45,2017-05-11
6368,15.1,3.1,954.95,2017-05-12
6373,15.8,2.5,963.3499999999999,2017-05-13
6376,16.8,1.7,970.5,2017-05-14
6383,18.0,1.4,974.0,2017-05-15
6387,21.2,0.8,971.45,2017-05-16
6390,19.0,3.9,966.3499999999999,2017-05-17
6394,10.7,5.0,964.6500000000001,2017-05-18
6398,11.4,4.7,968.9,2017-05-19
6403,12.6,2.2,971.2,2017-05-20
6407,16.4,2.2,966.35,2017-05-21
6410,19.6,4.4,965.35,2017-05-22
6412,17.3,5.6,968.95,2017-05-23
6416,20.3,2.2,966.8499999999999,2017-05-24
6420,22.5,1.4,962.3,2017-05-25
6424,23.8,2.2,961.3,2017-05-26
6431,23.1,3.3,962.95,2017-05-27
6434,23.8,3.6,963.7,2017-05-28
6439,18.3,1.4,963.55,2017-05-29
6441,18.9,6.1,965.9000000000001,2017-05-30
6445,19.7,2.2,966.35,2017-05-31
6451,20.8,1.1,965.9,2017-06-01
6453,21.4,3.1,965.5,2017-06-02
6457,16.8,5.8,966.7,2017-06-03
6461,12.4,2.8,966.8499999999999,2017-06-04
6464,16.8,3.3,963.2,2017-06-05
6468,13.0,6.4,964.9,2017-06-06
6475,16.8,2.2,968.3,2017-06-07
6479,21.2,4.2,962.85,2017-06-08
6480,21.5,2.5,964.45,2017-06-09
6487,23.2,1.9,965.45,2017-06-10
6490,26.0,3.1,966.1500000000001,2017-06-11
6492,24.0,4.2,965.95,2017-06-12
6496,25.2,3.9,962.25,2017-06-13
6501,26.0,2.5,962.4000000000001,2017-06-14
6504,21.8,6.9,967.9,2017-06-15
6511,22.0,8.1,970.2,2017-06-16
6515,23.4,6.9,967.05,2017-06-17
6517,25.7,1.9,962.75,2017-06-18
6520,27.0,3.3,965.5999999999999,2017-06-19
6525,26.0,1.4,965.35,2017-06-20
6530,27.0,2.8,963.95,2017-06-21
6533,28.1,2.5,966.45,2017-06-22
6536,23.6,6.1,969.5999999999999,2017-06-23
6542,21.2,6.1,968.9000000000001,2017-06-24
6546,23.6,2.8,964.8,2017-06-25
6550,22.0,3.3,959.55,2017-06-26
6554,22.4,2.8,957.0999999999999,2017-06-27
6558,19.0,5.3,955.3,2017-06-28
6561,14.8,1.7,959.75,2017-06-29
6564,12.8,2.8,964.85,2017-06-30
6568,14.0,5.3,972.0,2017-07-01
6574,15.8,6.4,973.75,2017-07-02
6578,20.2,5.3,970.65,2017-07-03
6583,23.0,2.8,964.85,2017-07-04
6586,25.9,3.3,962.25,2017-07-05
6588,26.4,2.8,965.3,2017-07-06
6594,24.8,3.1,965.7,2017-07-07
6596,23.0,7.8,964.4000000000001,2017-07-08
6600,22.0,3.6,963.1,2017-07-09
6607,19.2,4.7,964.25,2017-07-10
6608,22.9,3.3,964.3,2017-07-11
6613,21.0,4.4,967.85,2017-07-12
6616,21.4,6.7,968.95,2017-07-13
6620,19.8,7.8,969.1500000000001,2017-07-14
6625,21.4,6.7,968.6,2017-07-15
6631,24.0,2.5,967.3,2017-07-16
6633,28.0,4.4,963.75,2017-07-17
6639,27.4,2.8,959.85,2017-07-18
6642,26.3,5.0,961.0,2017-07-19
6647,20.0,7.5,963.6,2017-07-20
6650,21.7,3.3,961.1500000000001,2017-07-21
6653,22.2,3.3,965.2,2017-07-22
6659,20.0,4.7,967.9,2017-07-23
6662,19.8,5.6,969.2,2017-07-24
6665,17.8,5.8,968.2,2017-07-25
6668,20.3,5.0,965.3,2017-07-26
6672,22.5,4.7,963.75,2017-07-27
6676,24.4,3.6,965.1500000000001,2017-07-28
6682,26.0,3.1,963.1500000000001,2017-07-29
6687,25.0,4.2,961.25,2017-07-30
6691,23.8,5.0,960.0999999999999,2017-07-31
6692,21.5,4.4,965.65,2017-08-01
6698,25.6,3.3,965.05,2017-08-02
6700,26.2,3.3,965.75,2017-08-03
6704,25.2,3.9,965.65,2017-08-04
6710,21.8,6.4,967.25,2017-08-05
6712,20.0,7.2,968.15,2017-08-06
6719,24.5,3.9,962.25,2017-08-07
6721,17.7,5.6,965.75,2017-08-08
6726,15.4,5.8,969.3,2017-08-09
6730,14.8,5.0,972.6,2017-08-10
6733,15.6,4.7,972.2,2017-08-11
6739,19.1,4.2,970.0,2017-08-12
6742,22.5,2.8,966.5,2017-08-13
6744,25.8,2.8,963.25,2017-08-14
6748,24.7,3.3,966.6,2017-08-15
6753,22.5,3.9,969.0999999999999,2017-08-16
6756,23.7,3.1,967.6500000000001,2017-08-17
6760,21.6,5.8,968.05,2017-08-18
6766,20.3,6.7,970.5,2017-08-19
6768,20.4,6.9,970.7,2017-08-20
6772,24.1,1.9,966.35,2017-08-21
6779,26.2,3.3,964.65,2017-08-22
6783,24.7,1.4,965.1,2017-08-23
6784,26.1,4.4,962.95,2017-08-24
6789,26.0,3.1,962.7,2017-08-25
6792,25.4,2.5,963.95,2017-08-26
6797,21.0,2.5,965.15,2017-08-27
6802,23.2,2.2,963.8499999999999,2017-08-28
6807,21.6,1.9,962.95,2017-08-29
6811,21.0,4.2,963.8,2017-08-30
6813,17.4,4.7,968.45,2017-08-31
6816,15.8,4.4,970.5,2017-09-01
6821,16.2,3.1,970.05,2017-09-02
6827,19.1,2.2,964.4,2017-09-03
6831,21.0,3.9,965.0999999999999,2017-09-04
6832,21.8,2.8,970.7,2017-09-05
6837,19.2,7.5,972.25,2017-09-06
6840,16.4,6.9,969.3,2017-09-07
6845,17.2,1.7,962.9,2017-09-08
6850,14.8,3.9,957.95,2017-09-09
6852,15.4,4.7,961.55,2017-09-10
6858,16.7,4.4,962.35,2017-09-11
6862,17.2,3.1,967.0,2017-09-12
6867,20.4,2.5,967.95,2017-09-13
6869,14.2,4.2,968.6,2017-09-14
6874,14.0,4.2,965.0,2017-09-15
6879,11.6,3.9,964.1,2017-09-16
6883,13.2,2.5,965.8,2017-09-17
6886,14.7,2.5,967.6,2017-09-18
6889,14.0,3.6,971.2,2017-09-19
6892,14.8,1.1,967.95,2017-09-20
6898,16.2,2.8,966.0,2017-09-21
6903,15.8,1.1,968.3,2017-09-22
6907,17.3,1.1,967.5999999999999,2017-09-23
6911,20.3,0.8,966.85,2017-09-24
6915,17.4,3.6,968.55,2017-09-25
6917,17.0,2.2,968.4,2017-09-26
6921,17.2,0.8,968.45,2017-09-27
6924,19.6,0.8,970.55,2017-09-28
6928,19.6,2.5,969.05,2017-09-29
6934,14.4,2.2,969.35,2017-09-30
6936,14.3,1.7,970.75,2017-10-01
6942,18.5,3.6,971.9,2017-10-02
6946,18.0,4.7,970.6,2017-10-03
6951,19.4,0.8,970.95,2017-10-04
6954,17.0,5.0,971.0999999999999,2017-10-05
6957,15.0,6.4,971.7,2017-10-06
6962,15.6,2.5,970.45,2017-10-07
6964,13.4,4.4,968.8,2017-10-08
6969,14.9,2.5,967.6,2017-10-09
6973,15.3,0.8,967.9000000000001,2017-10-10
6977,15.8,0.6,970.1,2017-10-11
6981,17.2,0.8,972.8499999999999,2017-10-12
6985,18.0,0.3,972.3,2017-10-13
6991,19.0,3.1,972.0,2017-10-14
6995,18.6,2.5,972.8499999999999,2017-10-15
6999,19.4,2.8,971.75,2017-10-16
7000,17.4,3.6,966.6,2017-10-17
7005,15.4,4.7,959.6,2017-10-18
7009,14.2,1.4,960.4,2017-10-19
7015,14.8,1.1,965.0,2017-10-20
7016,12.6,1.4,970.85,2017-10-21
7020,11.8,3.1,974.75,2017-10-22
7027,13.0,1.7,973.4,2017-10-23
7030,14.2,0.0,971.6,2017-10-24
7034,15.6,0.3,971.3499999999999,2017-10-25
7038,16.2,1.4,974.6,2017-10-26
7042,12.1,4.4,977.55,2017-10-27
7046,13.2,7.2,975.55,2017-10-28
7048,12.8,6.9,971.65,2017-10-29
7054,11.4,6.4,968.2,2017-10-30
7057,10.4,0.6,968.75,2017-10-31
7060,11.3,1.4,968.3,2017-11-01
7064,13.2,1.4,965.3499999999999,2017-11-02
7071,14.8,3.9,961.15,2017-11-03
7075,11.8,2.8,960.5,2017-11-04
7079,9.6,4.2,966.95,2017-11-05
7083,6.6,6.9,970.45,2017-11-06
7087,6.6,4.2,967.5999999999999,2017-11-07
7091,5.2,3.1,970.5,2017-11-08
7093,5.4,5.3,973.5,2017-11-09
7099,9.4,2.8,975.5,2017-11-10
7103,11.2,3.6,974.0,2017-11-11
7104,11.5,3.9,968.95,2017-11-12
7108,6.6,10.0,968.3,2017-11-13
7112,6.4,6.7,969.75,2017-11-14
7116,5.6,0.6,966.95,2017-11-15
7122,9.0,0.6,967.5999999999999,2017-11-16
7126,9.8,4.2,968.25,2017-11-17
7130,8.2,5.0,969.3499999999999,2017-11-18
7133,7.0,3.9,969.5,2017-11-19
7138,7.5,0.6,970.05,2017-11-20
7143,6.6,0.8,968.4000000000001,2017-11-21
7144,6.4,0.0,962.9,2017-11-22
7151,11.4,1.1,962.45,2017-11-23
7155,10.6,1.1,964.75,2017-11-24
7156,7.6,5.0,969.1,2017-11-25
7160,5.0,3.1,971.05,2017-11-26
7167,4.4,0.6,973.45,2017-11-27
7169,3.8,0.6,964.3,2017-11-28
7175,4.4,2.5,958.7,2017-11-29
7179,2.2,1.4,962.95,2017-11-30
7180,0.8,4.2,963.4000000000001,2017-12-01
7184,0.5,4.7,970.1,2017-12-02
7188,0.9,2.5,975.65,2017-12-03
7192,4.5,3.9,980.1,2017-12-04
7197,3.7,0.8,981.05,2017-12-05
7201,2.0,0.6,979.45,2017-12-06
7205,2.4,0.3,976.15,2017-12-07
7208,5.8,0.6,972.8,2017-12-08
7212,5.6,1.4,968.35,2017-12-09
7218,9.4,3.1,949.2,2017-12-10
7223,8.4,5.6,943.05,2017-12-11
7226,4.1,0.8,961.75,2017-12-12
7231,2.8,1.9,968.85,2017-12-13
7232,8.1,1.7,962.55,2017-12-14
7236,5.8,3.3,959.25,2017-12-15
7242,3.8,2.5,968.2,2017-12-16
7247,4.6,2.8,976.75,2017-12-17
7248,6.5,3.3,975.4,2017-12-18
7254,5.2,5.6,976.95,2017-12-19
7257,5.3,6.4,980.7,2017-12-20
7261,7.3,4.4,983.25,2017-12-21
7265,5.6,7.8,983.7,2017-12-22
7269,6.0,3.3,981.4000000000001,2017-12-23
7273,2.4,0.6,978.05,2017-12-24
7279,2.0,0.6,970.0999999999999,2017-12-25
7283,4.5,1.4,956.8499999999999,2017-12-26
7285,5.2,6.1,952.4000000000001,2017-12-27
7289,5.1,2.2,959.45,2017-12-28
7294,8.8,0.3,965.65,2017-12-29
7296,10.0,1.7,970.3,2017-12-30
7303,8.6,3.6,968.0999999999999,2017-12-31
7305,5.1,2.8,971.6,2018-01-01
7308,8.3,0.8,973.5,2018-01-02
7312,10.6,0.0,974.15,2018-01-03
7316,12.2,1.4,967.5999999999999,2018-01-04
7323,9.8,4.7,957.65,2018-01-05
7327,2.4,2.2,949.8,2018-01-06
7328,1.4,0.6,951.05,2018-01-07
7334,0.8,0.6,958.2,2018-01-08
7338,0.7,1.4,962.05,2018-01-09
7340,4.6,0.6,961.9,2018-01-10
7347,2.3,0.8,966.95,2018-01-11
7348,5.2,1.1,969.8,2018-01-12
7352,4.3,1.7,964.6,2018-01-13
7359,3.9,1.1,965.8499999999999,2018-01-14
7363,5.8,1.7,970.55,2018-01-15
7366,7.5,0.3,970.65,2018-01-16
7370,6.6,5.6,971.8,2018-01-17
7375,4.5,0.0,971.2,2018-01-18
7376,7.1,2.2,970.0,2018-01-19
7380,7.8,1.1,970.0999999999999,2018-01-20
7387,11.6,5.6,973.15,2018-01-21
7391,11.3,3.1,974.5,2018-01-22
7393,10.2,3.9,975.2,2018-01-23
7398,6.4,0.8,972.3,2018-01-24
7403,6.4,1.9,966.5,2018-01-25
7405,5.0,6.1,969.05,2018-01-26
7411,4.1,6.1,977.6,2018-01-27
7412,5.5,0.3,983.75,2018-01-28
7418,5.8,1.7,981.05,2018-01-29
7422,5.4,0.3,975.95,2018-01-30
7424,5.2,0.8,968.9,2018-01-31
7429,4.2,2.8,960.3,2018-02-01
7432,2.6,5.3,960.4,2018-02-02
7438,3.0,1.4,961.05,2018-02-03
7441,3.8,3.1,958.05,2018-02-04
7447,2.8,5.0,957.25,2018-02-05
7450,2.6,6.7,959.75,2018-02-06
7452,2.0,5.0,963.25,2018-02-07
7456,0.4,5.6,966.8,2018-02-08
7460,0.0,2.2,966.75,2018-02-09
7464,3.4,4.2,968.65,2018-02-10
7471,6.4,1.7,965.2,2018-02-11
7473,2.2,3.9,967.0,2018-02-12
7478,-0.2,2.5,964.3,2018-02-13
7481,4.6,0.8,964.25,2018-02-14
7485,8.6,2.2,968.6500000000001,2018-02-15
7489,12.1,2.2,969.0,2018-02-16
7494,8.0,6.1,970.6,2018-02-17
7499,6.6,4.2,970.5,2018-02-18
7501,8.4,4.4,966.05,2018-02-19
7504,8.4,7.2,964.0,2018-02-20
7508,4.3,6.4,961.15,2018-02-21
7512,3.4,6.9,958.7,2018-02-22
7519,0.4,4.7,955.55,2018-02-23
7523,2.2,1.4,955.95,2018-02-24
7524,4.6,4.2,958.9,2018-02-25
7529,3.0,6.1,957.45,2018-02-26
7532,-1.2,5.0,954.75,2018-02-27
7536,-0.4,1.1,945.9,2018-02-28
7541,6.6,10.6,934.6500000000001,2018-03-01
7545,6.6,4.7,943.25,2018-03-02
7550,9.8,5.6,943.75,2018-03-03
7552,10.2,3.1,954.4258620689656,2018-03-04
7558,8.4,3.3,954.4258620689656,2018-03-05
7562,8.2,5.0,946.6500000000001,2018-03-06
7564,6.1,1.7,953.5,2018-03-07
7571,10.4,5.3,955.65,2018-03-08
7572,11.4,5.6,954.45,2018-03-09
7577,13.6,5.8,949.1500000000001,2018-03-10
7580,11.8,7.8,947.6500000000001,2018-03-11
7585,9.8,3.1,956.95,2018-03-12
7588,8.7,1.9,961.85,2018-03-13
7593,6.8,6.9,952.7,2018-03-14
7599,10.7,3.3,946.75,2018-03-15
7600,7.7,1.9,951.0999999999999,2018-03-16
7604,7.2,2.8,947.4,2018-03-17
7608,5.2,4.2,951.5999999999999,2018-03-18
7615,4.4,2.5,953.1500000000001,2018-03-19
7619,1.4,9.4,963.1500000000001,2018-03-20
7623,3.6,8.6,972.7,2018-03-21
7625,3.8,6.9,969.5,2018-03-22
7628,4.6,1.4,955.7,2018-03-23
7634,5.8,2.5,948.3,2018-03-24
7639,7.2,4.2,957.1500000000001,2018-03-25
7640,7.9,5.6,967.5,2018-03-26
7645,9.2,3.1,970.3,2018-03-27
7651,10.8,3.3,963.6500000000001,2018-03-28
7655,11.2,3.1,955.1,2018-03-29
7657,9.2,5.3,949.25,2018-03-30
7662,6.8,7.5,955.85,2018-03-31
7665,8.8,2.5,961.25,2018-04-01
7671,13.2,5.8,954.1,2018-04-02
7675,14.8,7.2,951.25,2018-04-03
7676,13.2,3.1,959.3,2018-04-04
7680,13.3,2.2,964.4,2018-04-05
7687,15.0,6.4,958.0,2018-04-06
7688,9.6,2.5,954.55,2018-04-07
7692,8.9,2.2,953.65,2018-04-08
7699,6.0,2.5,953.45,2018-04-09
7703,5.4,6.7,947.6500000000001,2018-04-10
7704,6.6,7.2,944.45,2018-04-11
7709,9.8,2.8,948.4,2018-04-12
7712,10.6,3.1,955.4000000000001,2018-04-13
7719,11.4,3.855172413793104,962.7,2018-04-14
7721,11.6,1.9,962.25,2018-04-15
7726,9.7,5.6,964.85,2018-04-16
7731,13.1,0.8,970.0,2018-04-17
7732,15.9,3.3,971.2,2018-04-18
7738,17.6,4.4,970.25,2018-04-19
7743,16.6,2.8,968.7,2018-04-20
7745,15.8,3.6,966.4,2018-04-21
7748,16.4,2.5,964.65,2018-04-22
7754,15.4,1.7,967.0999999999999,2018-04-23
7759,18.4,1.7,966.0,2018-04-24
7763,15.4,6.7,968.2,2018-04-25
7767,12.2,6.7,966.1,2018-04-26
7769,12.3,5.0,961.4,2018-04-27
7775,14.4,4.2,957.0999999999999,2018-04-28
7779,10.0,2.8,955.35,2018-04-29
7781,10.2,3.9,961.0,2018-04-30
7784,7.4,4.4,962.75,2018-05-01
7791,9.0,3.9,961.65,2018-05-02
7792,10.1,8.9,964.75,2018-05-03
7799,11.2,8.3,965.3,2018-05-04
7800,13.0,7.2,965.6,2018-05-05
7807,15.2,4.448275862068965,965.55,2018-05-06
7810,18.0,4.448275862068965,962.05,2018-05-07
7814,14.7,5.8,962.15,2018-05-08
7816,14.0,7.8,961.2,2018-05-09
7822,10.5,6.7,965.05,2018-05-10
7827,13.2,1.7,963.6500000000001,2018-05-11
7831,8.3,4.2,964.45,2018-05-12
7835,8.6,5.3,967.5999999999999,2018-05-13
7838,10.8,5.3,968.45,2018-05-14
7840,10.6,5.8,968.7,2018-05-15
7846,12.8,7.2,967.1,2018-05-16
7849,14.6,5.0,964.0999999999999,2018-05-17
7853,15.7,4.2,964.9000000000001,2018-05-18
7858,15.2,5.3,965.0,2018-05-19
7863,16.2,2.8,962.75,2018-05-20
7867,15.7,2.2,959.65,2018-05-21
7869,15.6,3.1,963.0,2018-05-22
7872,14.8,1.7,964.6,2018-05-23
7877,20.6,1.7,963.9017241379311,2018-05-24
7881,17.7,2.8,963.9017241379311,2018-05-25
7886,18.2,1.4,960.9000000000001,2018-05-26
7889,18.0,5.0,961.65,2018-05-27
7895,15.4,5.8,962.45,2018-05-28
7896,17.0,1.4,961.2,2018-05-29
7900,16.6,2.2,961.85,2018-05-30
7904,17.6,1.9,965.0999999999999,2018-05-31
7911,18.5,1.7,965.8,2018-06-01
7915,20.4,2.5,964.95,2018-06-02
7919,18.4,2.8,961.75,2018-06-03
7923,17.0,2.2,959.95,2018-06-04
7926,15.4,4.2,959.9,2018-06-05
7931,15.0,3.9,962.35,2018-06-06
7934,18.2,2.2,963.2,2018-06-07
7937,17.6,4.2,960.6500000000001,2018-06-08
7940,17.4,3.3,960.05,2018-06-09
7944,17.8,2.5,959.4,2018-06-10
7949,15.3,4.2,960.75,2018-06-11
7952,14.3,5.0,962.95,2018-06-12
7959,15.2,7.2,967.1500000000001,2018-06-13
7963,15.4,6.4,966.8,2018-06-14
7964,16.0,6.4,965.9,2018-06-15
7968,16.6,6.9,967.6,2018-06-16
7972,16.2,5.8,971.45,2018-06-17
7976,16.0,6.9,972.2,2018-06-18
7980,20.6,4.4,969.05,2018-06-19
7986,22.7,1.9,966.05,2018-06-20
7990,23.9,5.0,967.55,2018-06-21
7993,20.7,7.2,967.8499999999999,2018-06-22
7998,19.9,4.4,966.7,2018-06-23
8002,20.7,2.2,965.4000000000001,2018-06-24
8007,21.6,3.6,964.35,2018-06-25
8011,22.6,2.8,964.45,2018-06-26
8014,23.2,3.1,964.95,2018-06-27
8016,20.2,6.9,961.95,2018-06-28
8022,23.8,1.4,958.5999999999999,2018-06-29
8026,24.1,3.1,956.95,2018-06-30
8030,24.8,2.2,957.8,2018-07-01
8034,23.1,3.3,961.9,2018-07-02
8038,23.2,3.9,963.55,2018-07-03
8041,23.9,3.9,962.6,2018-07-04
8044,19.4,5.6,968.95,2018-07-05
8051,19.9,5.0,969.2,2018-07-06
8054,23.1,2.8,967.5,2018-07-07
8056,24.3,3.1,967.75,2018-07-08
8060,23.4,6.1,967.7,2018-07-09
8064,21.6,6.4,966.5,2018-07-10
8071,22.3,6.4,963.6,2018-07-11
8075,21.7,4.2,964.85,2018-07-12
8079,23.7,2.2,965.1,2018-07-13
